player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Carlos Gomez,CF,MIL,--,47,26,13,3,1,5,19,3,9,2,0,.277,.320,.702,1.022,https://www.mlb.com/player/460576
Brayan Pena,C,KC,--,25,9,11,2,0,0,13,3,3,0,0,.440,.500,.520,1.020,https://www.mlb.com/player/430910
Adam Eaton,CF,ARI,--,9,6,2,0,0,1,3,3,0,0,0,.222,.462,.556,1.017,https://www.mlb.com/player/594809
Brett Jackson,CF,CHC,--,11,4,3,1,1,0,4,4,5,0,0,.273,.467,.545,1.012,https://www.mlb.com/player/571804
Ryan Zimmerman,3B,WSH,--,49,34,16,3,0,3,27,9,10,2,0,.327,.441,.571,1.012,https://www.mlb.com/player/475582
Prince Fielder,1B,DET,--,69,29,21,3,1,3,26,25,10,0,0,.304,.495,.507,1.002,https://www.mlb.com/player/425902
Randall Delgado,P,ATL,--,2,1,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/517414
Kris Medlen,P,ATL,--,3,2,1,1,0,0,1,0,1,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/450665
Welington Castillo,C,CHC,--,18,6,7,2,0,0,11,4,3,0,0,.389,.500,.500,1.000,https://www.mlb.com/player/456078
Sam LeCure,P,CIN,--,0,0,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/459967
Thomas Neal,LF,CLE,--,3,1,1,1,0,0,1,0,2,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/489166
Josh Outman,P,COL,--,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/489189
Tommy Field,SS,COL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/474494
Tyler Chatwood,P,COL,--,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/543022
Guillermo Moscoso,P,COL,--,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/446861
Alex Castellanos,LF,LAD,--,4,0,1,0,1,0,1,0,1,0,0,.250,.250,.750,1.000,https://www.mlb.com/player/543008
Blake Lalli,C,OAK,--,2,0,1,0,0,0,2,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/503351
Brandon Hicks,SS,OAK,--,3,5,1,1,0,0,2,0,1,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/518794
Anthony Bass,P,SD,--,6,2,2,0,1,0,5,0,2,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/542914
James Darnell,LF,SD,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/543083
Santiago Casilla,P,SF,--,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/433586
Bryan Anderson,C,STL,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/457762
Jaime Garcia,P,STL,--,4,3,1,0,1,0,2,0,1,0,0,.250,.250,.750,1.000,https://www.mlb.com/player/448802
Rich Thompson,LF,TB,--,2,2,1,0,0,0,1,0,1,1,0,.500,.500,.500,1.000,https://www.mlb.com/player/430829
Brandon Gomes,P,TB,--,0,0,0,0,0,0,1,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/460156
Colby Lewis,P,TEX,--,2,0,1,0,0,0,2,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/407890
Jurickson Profar,2B,TEX,--,3,1,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/595777
Sean Burnett,P,WSH,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/430634
Coco Crisp,CF,OAK,--,41,22,15,4,2,0,18,5,4,11,1,.366,.435,.561,.996,https://www.mlb.com/player/424825
John Mayberry Jr.,LF,PHI,--,47,15,14,1,0,4,22,10,3,0,0,.298,.421,.574,.996,https://www.mlb.com/player/460055
Torii Hunter,CF,LAA,--,68,22,29,5,0,0,37,9,13,2,0,.426,.494,.500,.994,https://www.mlb.com/player/116338
Carlos Santana,3B,CLE,--,59,21,16,1,0,5,23,18,13,1,0,.271,.442,.542,.984,https://www.mlb.com/player/467793
Chris Parmelee,RF,MIN,--,21,5,5,0,1,2,11,3,3,0,0,.238,.360,.619,.979,https://www.mlb.com/player/476633
Nick Swisher,RF,NYY,--,66,20,20,3,0,5,29,10,19,0,0,.303,.403,.576,.978,https://www.mlb.com/player/430897
Steve Pearce,1B,BAL,--,16,4,4,1,0,1,8,6,5,0,0,.250,.478,.500,.978,https://www.mlb.com/player/456665
Kyle Seager,3B,SEA,--,72,13,24,8,0,3,39,7,11,1,0,.333,.407,.569,.977,https://www.mlb.com/player/572122
Chris Nelson,3B,COL,--,44,14,15,3,0,2,20,7,9,1,0,.341,.431,.545,.977,https://www.mlb.com/player/455126
Brandon Inge,3B,OAK,--,46,12,14,3,0,3,22,8,12,0,0,.304,.407,.565,.973,https://www.mlb.com/player/276346
Tyler Pastornicky,SS,ATL,--,14,8,5,2,0,0,4,3,0,0,0,.357,.471,.500,.971,https://www.mlb.com/player/543629
Nick Markakis,RF,BAL,--,45,19,14,4,1,2,21,6,3,0,0,.311,.392,.578,.970,https://www.mlb.com/player/455976
Jack Hannahan,3B,CLE,--,41,12,13,4,0,2,19,6,12,0,0,.317,.404,.561,.965,https://www.mlb.com/player/435219
Quintin Berry,LF,DET,--,22,11,8,1,1,0,8,3,6,1,0,.364,.462,.500,.962,https://www.mlb.com/player/450641
Mike Moustakas,3B,KC,--,69,20,23,8,1,2,30,6,17,2,0,.333,.395,.565,.960,https://www.mlb.com/player/519058
Adrian Gonzalez,1B,LAD,--,77,22,26,10,0,2,33,9,16,0,0,.338,.414,.545,.959,https://www.mlb.com/player/408236
Jerry Hairston,SS,LAD,--,22,5,5,2,1,1,8,7,4,0,0,.227,.414,.545,.959,https://www.mlb.com/player/150020
Troy Tulowitzki,SS,COL,--,18,9,5,1,0,1,7,5,4,2,0,.278,.458,.500,.958,https://www.mlb.com/player/453064
Mike Aviles,SS,TOR,--,56,19,18,6,0,3,24,4,4,0,0,.321,.367,.589,.956,https://www.mlb.com/player/449107
Eduardo Nunez,SS,NYY,--,11,3,5,0,0,0,3,1,0,1,0,.455,.500,.455,.954,https://www.mlb.com/player/456488
David Wright,3B,NYM,--,63,31,22,4,0,1,24,17,13,3,1,.349,.488,.460,.948,https://www.mlb.com/player/431151
Martin Maldonado,C,MIL,--,30,11,6,1,0,4,15,5,7,0,0,.200,.314,.633,.948,https://www.mlb.com/player/455117
John Jaso,C,SEA,--,33,14,10,2,0,1,11,11,4,0,0,.303,.489,.455,.943,https://www.mlb.com/player/444379
Rick Ankiel,CF,WSH,--,20,7,6,1,2,0,6,3,8,0,0,.300,.391,.550,.941,https://www.mlb.com/player/150449
Carlos Beltran,RF,STL,--,51,20,12,2,1,3,18,20,11,5,2,.235,.451,.490,.941,https://www.mlb.com/player/136860
Paul Goldschmidt,1B,ARI,--,67,28,22,8,0,2,29,8,13,0,0,.328,.400,.537,.937,https://www.mlb.com/player/502671
Andre Ethier,RF,LAD,--,62,23,18,6,1,2,31,14,12,0,0,.290,.421,.516,.937,https://www.mlb.com/player/444843
Danny Espinosa,2B,WSH,--,57,28,14,4,0,5,23,8,19,4,1,.246,.358,.579,.937,https://www.mlb.com/player/457787
Allen Craig,1B,STL,--,64,17,20,7,0,2,24,12,9,0,0,.313,.421,.516,.937,https://www.mlb.com/player/501800
Ryan Ludwick,LF,CIN,--,61,10,15,2,0,6,27,10,17,0,0,.246,.361,.574,.935,https://www.mlb.com/player/407886
Jhonny Peralta,SS,DET,--,59,21,17,6,1,2,28,12,13,0,0,.288,.408,.525,.934,https://www.mlb.com/player/425509
Alexi Amarista,SS,SD,--,37,17,11,2,1,2,18,4,6,2,0,.297,.366,.568,.933,https://www.mlb.com/player/506560
Dan Johnson,1B,CWS,--,3,1,1,0,0,0,1,2,1,0,0,.333,.600,.333,.933,https://www.mlb.com/player/430681
Elvis Andrus,SS,TEX,--,66,24,24,4,3,0,26,6,5,2,0,.364,.417,.515,.932,https://www.mlb.com/player/462101
AJ Pollock,CF,ARI,--,7,4,2,1,0,0,2,3,3,0,0,.286,.500,.429,.929,https://www.mlb.com/player/572041
Jarrod Dyson,CF,KC,--,22,17,9,0,0,0,4,5,4,5,0,.409,.519,.409,.928,https://www.mlb.com/player/502481
Jayson Nix,3B,NYY,--,23,13,7,3,0,1,7,2,9,0,0,.304,.360,.565,.925,https://www.mlb.com/player/434624
Neil Walker,2B,PIT,--,59,17,18,4,0,3,26,9,14,0,1,.305,.397,.525,.922,https://www.mlb.com/player/435522
Colby Rasmus,CF,TOR,--,61,23,16,5,0,4,24,10,20,1,1,.262,.375,.541,.916,https://www.mlb.com/player/458675
Orlando Hudson,3B,CWS,--,32,7,8,1,3,1,12,5,5,0,0,.250,.351,.563,.914,https://www.mlb.com/player/407861
Freddie Freeman,1B,ATL,--,76,33,22,7,0,3,34,15,12,0,0,.289,.413,.500,.913,https://www.mlb.com/player/518692
Josh Willingham,LF,MIN,--,79,24,19,5,0,5,30,17,23,0,0,.241,.412,.494,.905,https://www.mlb.com/player/425545
A.J. Pierzynski,C,CWS,--,56,22,16,2,1,4,24,3,6,0,0,.286,.333,.571,.905,https://www.mlb.com/player/150229
Will Venable,CF,SD,--,40,15,12,3,2,0,16,8,11,4,0,.300,.429,.475,.904,https://www.mlb.com/player/461416
Matt Kemp,CF,LAD,--,33,20,8,2,0,2,13,10,13,1,0,.242,.419,.485,.904,https://www.mlb.com/player/461314
Bobby Abreu,RF,LAD,--,27,12,8,1,0,1,7,8,8,0,0,.296,.457,.444,.902,https://www.mlb.com/player/110029
J.P. Arencibia,C,TOR,--,35,12,7,1,0,5,17,1,8,1,0,.200,.243,.657,.900,https://www.mlb.com/player/450317
Matt Cain,P,SF,--,10,2,4,1,0,0,5,0,4,0,0,.400,.400,.500,.900,https://www.mlb.com/player/430912
Ryan Braun,LF,MIL,--,59,30,17,4,1,2,22,12,8,6,1,.288,.408,.492,.900,https://www.mlb.com/player/460075
Mike Napoli,C,TEX,--,37,14,7,2,0,3,11,13,12,0,0,.189,.412,.486,.898,https://www.mlb.com/player/435063
Chipper Jones,3B,ATL,--,50,23,11,4,0,3,18,17,8,0,0,.220,.418,.480,.898,https://www.mlb.com/player/116706
Jimmy Rollins,SS,PHI,--,65,30,17,5,0,4,26,11,12,8,1,.262,.368,.523,.892,https://www.mlb.com/player/276519
Irving Falu,2B,KC,--,9,5,4,0,0,0,5,0,0,0,1,.444,.444,.444,.889,https://www.mlb.com/player/458252
Daniel Murphy,2B,NYM,--,70,25,24,7,0,1,31,6,9,0,0,.343,.403,.486,.888,https://www.mlb.com/player/502517
Matt Joyce,LF,TB,--,51,17,13,4,1,2,21,11,17,1,0,.255,.397,.490,.887,https://www.mlb.com/player/459964
Todd Helton,1B,COL,--,33,12,9,3,0,1,13,9,12,1,0,.273,.429,.455,.883,https://www.mlb.com/player/115732
Yadier Molina,C,STL,--,56,14,17,1,0,3,25,8,4,3,1,.304,.400,.482,.882,https://www.mlb.com/player/425877
Jeff Bianchi,SS,MIL,--,11,1,3,0,0,1,4,1,3,0,0,.273,.333,.545,.879,https://www.mlb.com/player/488703
David Ortiz,DH,BOS,--,29,13,6,2,0,2,9,9,8,0,0,.207,.395,.483,.878,https://www.mlb.com/player/120074
Corey Hart,1B,MIL,--,73,33,20,3,0,4,28,13,22,2,0,.274,.398,.479,.877,https://www.mlb.com/player/430611
David Ross,C,ATL,--,20,7,5,2,0,1,7,4,10,0,0,.250,.375,.500,.875,https://www.mlb.com/player/424325
Jason Bay,LF,NYM,--,19,8,4,0,0,2,9,4,5,1,0,.211,.348,.526,.874,https://www.mlb.com/player/424726
Asdrubal Cabrera,SS,CLE,--,51,23,15,4,0,2,23,6,6,4,0,.294,.379,.490,.870,https://www.mlb.com/player/452678
Eric Chavez,3B,NYY,--,33,11,9,1,0,2,12,6,5,0,0,.273,.385,.485,.870,https://www.mlb.com/player/136767
Alfonso Soriano,LF,CHC,--,67,23,17,3,1,3,25,14,23,2,0,.254,.405,.463,.867,https://www.mlb.com/player/150093
Josh Rutledge,2B,COL,--,29,9,7,4,1,1,10,3,9,3,0,.241,.313,.552,.864,https://www.mlb.com/player/592710
Shin-Soo Choo,RF,CLE,--,66,19,21,3,0,2,29,9,19,1,0,.318,.408,.455,.862,https://www.mlb.com/player/425783
Ian Kennedy,P,ARI,--,9,4,2,0,1,0,5,3,3,0,0,.222,.417,.444,.861,https://www.mlb.com/player/453178
Tyler Colvin,RF,COL,--,65,18,18,3,2,3,25,6,21,0,0,.277,.338,.523,.861,https://www.mlb.com/player/502125
Alex Avila,C,DET,--,45,15,13,3,0,1,14,11,12,0,0,.289,.439,.422,.861,https://www.mlb.com/player/488671
Chris Young,CF,OAK,--,37,7,10,3,0,1,12,10,10,2,0,.270,.426,.432,.858,https://www.mlb.com/player/455759
Albert Pujols,1B,LAA,--,67,22,18,3,0,3,22,15,7,1,0,.269,.410,.448,.857,https://www.mlb.com/player/405395
Martin Prado,LF,ATL,--,54,24,17,5,1,0,22,9,3,3,0,.315,.413,.444,.857,https://www.mlb.com/player/445988
Giancarlo Stanton,RF,MIA,--,54,17,14,3,0,3,23,9,22,0,0,.259,.375,.481,.856,https://www.mlb.com/player/519317
Mauro Gomez,1B,BOS,--,9,4,2,0,0,1,3,1,3,0,0,.222,.300,.556,.856,https://www.mlb.com/player/450855
Eric Sogard,2B,OAK,--,9,3,2,0,0,1,3,1,2,0,0,.222,.300,.556,.856,https://www.mlb.com/player/519299
Chris Carter,1B,OAK,--,26,12,6,0,0,2,9,7,8,0,0,.231,.394,.462,.856,https://www.mlb.com/player/474892
Elian Herrera,LF,LAD,--,12,13,3,2,0,0,6,3,5,0,0,.250,.438,.417,.854,https://www.mlb.com/player/467070
Travis Ishikawa,1B,MIL,--,25,9,8,1,1,0,11,4,5,0,0,.320,.414,.440,.854,https://www.mlb.com/player/448170
Cody Ransom,3B,ARI,--,36,11,9,4,0,2,15,4,18,0,0,.250,.325,.528,.853,https://www.mlb.com/player/285068
Chris Davis,1B,BAL,--,49,19,11,0,0,5,20,6,19,0,0,.224,.321,.531,.852,https://www.mlb.com/player/448801
Pablo Sandoval,3B,SF,--,45,18,13,2,0,2,15,7,8,0,0,.289,.385,.467,.851,https://www.mlb.com/player/467055
David Freese,3B,STL,--,72,26,19,5,0,4,29,9,21,1,1,.264,.346,.500,.846,https://www.mlb.com/player/501896
