id,season_played,type,W,L,ERA,G,GS,SV,IP,SO,WHIP
543271,2011,most recent,1.0,0.0,4.38,14.0,0.0,0.0,12.1,10.0,NA
543271,1 Season,career,1.0,0.0,4.38,14.0,0.0,0.0,12.1,10.0,1.54
542266,2015,most recent,0.0,0.0,4.82,22.0,0.0,0.0,28.0,19.0,NA
542266,2 Seasons,career,0.0,1.0,5.51,39.0,0.0,0.0,47.1,38.0,1.65
430900,2011,most recent,0.0,0.0,6.68,39.0,0.0,0.0,33.2,32.0,NA
430900,8 Seasons,career,21.0,11.0,3.71,426.0,0.0,11.0,414.1,444.0,1.32
444371,2012,most recent,5.0,4.0,3.97,19.0,15.0,0.0,90.2,66.0,NA
444371,7 Seasons,career,26.0,40.0,4.44,138.0,91.0,0.0,592.1,330.0,1.33
543900,2016,most recent,0.0,0.0,0.00,1.0,0.0,0.0,1.0,3.0,NA
543900,4 Seasons,career,7.0,5.0,4.50,94.0,0.0,0.0,110.0,93.0,1.64
502171,2020,most recent,2.0,5.0,4.30,10.0,10.0,0.0,52.1,38.0,NA
502171,9 Seasons,career,55.0,57.0,3.88,156.0,156.0,0.0,917.0,718.0,1.26
475479,2020,most recent,2.0,4.0,6.53,22.0,0.0,0.0,20.2,31.0,NA
475479,8 Seasons,career,34.0,38.0,3.95,291.0,65.0,6.0,608.2,587.0,1.32
598271,2019,most recent,1.0,3.0,6.02,21.0,7.0,0.0,40.1,31.0,NA
598271,4 Seasons,career,7.0,9.0,4.74,65.0,26.0,0.0,171.0,142.0,1.55
573166,2018,most recent,0.0,0.0,8.10,3.0,0.0,0.0,3.1,0.0,NA
573166,1 Season,career,0.0,0.0,8.10,3.0,0.0,0.0,3.1,0.0,1.80
605177,2020,most recent,1.0,2.0,6.52,15.0,0.0,1.0,9.2,13.0,NA
605177,7 Seasons,career,10.0,13.0,3.67,341.0,3.0,3.0,274.2,291.0,1.31
608648,2020,most recent,1.0,1.0,1.88,22.0,0.0,0.0,24.0,31.0,NA
608648,6 Seasons,career,24.0,20.0,4.76,191.0,37.0,1.0,368.2,366.0,1.30
543193,2019,most recent,3.0,1.0,8.37,18.0,0.0,0.0,23.2,17.0,NA
543193,2 Seasons,career,5.0,2.0,7.32,23.0,1.0,0.0,35.2,25.0,1.71
592570,2018,most recent,0.0,0.0,5.79,9.0,0.0,0.0,14.0,7.0,NA
592570,3 Seasons,career,0.0,0.0,6.14,18.0,0.0,0.0,22.0,16.0,1.91
571800,2018,most recent,2.0,2.0,6.75,16.0,5.0,0.0,42.2,31.0,NA
571800,5 Seasons,career,32.0,23.0,5.10,98.0,79.0,0.0,460.1,415.0,1.40
499856,2011,most recent,2.0,2.0,5.72,33.0,6.0,0.0,72.1,52.0,NA
499856,3 Seasons,career,8.0,10.0,5.58,69.0,15.0,0.0,166.0,99.0,1.46
623395,2017,most recent,1.0,1.0,7.25,42.0,0.0,0.0,44.2,48.0,NA
623395,3 Seasons,career,7.0,4.0,4.65,97.0,0.0,0.0,102.2,98.0,1.52
457447,2010,most recent,6.0,7.0,5.15,16.0,16.0,0.0,85.2,40.0,NA
457447,1 Season,career,6.0,7.0,5.15,16.0,16.0,0.0,85.2,40.0,1.49
571786,2014,most recent,2.0,2.0,4.40,50.0,0.0,0.0,47.0,35.0,NA
571786,1 Season,career,2.0,2.0,4.40,50.0,0.0,0.0,47.0,35.0,1.40
676220,2020,most recent,1.0,0.0,4.63,12.0,0.0,0.0,11.2,14.0,NA
676220,1 Season,career,1.0,0.0,4.63,12.0,0.0,0.0,11.2,14.0,1.63
282567,2010,most recent,1.0,0.0,7.32,17.0,0.0,0.0,19.2,18.0,NA
282567,8 Seasons,career,48.0,40.0,4.83,217.0,114.0,1.0,764.2,544.0,1.43
451788,2015,most recent,3.0,2.0,5.40,7.0,6.0,0.0,35.0,30.0,NA
451788,9 Seasons,career,61.0,48.0,3.93,195.0,167.0,1.0,1030.0,836.0,1.23
213711,2010,most recent,5.0,1.0,6.09,43.0,0.0,0.0,44.1,26.0,NA
213711,11 Seasons,career,104.0,119.0,4.71,355.0,274.0,2.0,1838.0,1214.0,1.37
543426,2013,most recent,1.0,0.0,5.14,13.0,0.0,0.0,14.0,12.0,NA
543426,1 Season,career,1.0,0.0,5.14,13.0,0.0,0.0,14.0,12.0,1.43
657140,2020,most recent,2.0,4.0,5.21,8.0,8.0,0.0,38.0,30.0,NA
657140,3 Seasons,career,2.0,7.0,6.22,19.0,12.0,0.0,63.2,53.0,1.66
502154,2020,most recent,1.0,2.0,1.89,20.0,0.0,8.0,19.0,16.0,NA
502154,10 Seasons,career,35.0,25.0,3.04,417.0,46.0,153.0,622.0,515.0,1.24
545064,2020,most recent,1.0,2.0,7.65,24.0,0.0,4.0,20.0,17.0,NA
545064,5 Seasons,career,7.0,7.0,4.86,110.0,0.0,9.0,107.1,108.0,1.55
456899,2010,most recent,0.0,0.0,4.15,9.0,0.0,0.0,8.2,4.0,NA
456899,1 Season,career,0.0,0.0,4.15,9.0,0.0,0.0,8.2,4.0,1.85
489294,2017,most recent,0.0,1.0,6.75,5.0,0.0,0.0,4.0,5.0,NA
489294,6 Seasons,career,12.0,7.0,4.23,180.0,4.0,3.0,183.0,148.0,1.40
592454,2020,most recent,0.0,0.0,0.00,1.0,0.0,0.0,1.0,3.0,NA
592454,7 Seasons,career,9.0,9.0,3.82,285.0,0.0,4.0,277.2,344.0,1.29
543652,2017,most recent,0.0,3.0,5.32,7.0,3.0,0.0,22.0,16.0,NA
543652,1 Season,career,0.0,3.0,5.32,7.0,3.0,0.0,22.0,16.0,1.45
501852,2014,most recent,0.0,0.0,9.00,1.0,0.0,0.0,4.0,7.0,NA
501852,2 Seasons,career,0.0,0.0,9.82,5.0,0.0,0.0,11.0,14.0,2.18
434884,2014,most recent,0.0,0.0,4.91,6.0,0.0,0.0,7.1,9.0,NA
434884,5 Seasons,career,12.0,17.0,4.57,121.0,47.0,2.0,370.0,229.0,1.42
150407,2012,most recent,0.0,1.0,5.23,26.0,0.0,0.0,20.2,24.0,NA
150407,14 Seasons,career,39.0,45.0,3.94,743.0,0.0,10.0,856.2,696.0,1.28
489119,2020,most recent,0.0,3.0,5.65,6.0,4.0,0.0,14.1,12.0,NA
489119,10 Seasons,career,85.0,85.0,4.24,255.0,249.0,0.0,1418.0,1127.0,1.39
445197,2019,most recent,1.0,0.0,7.13,28.0,0.0,0.0,17.2,15.0,NA
445197,11 Seasons,career,34.0,26.0,4.00,555.0,0.0,4.0,436.0,473.0,1.41
400067,2010,most recent,10.0,6.0,4.22,21.0,21.0,0.0,113.0,80.0,NA
400067,9 Seasons,career,70.0,70.0,4.68,316.0,180.0,2.0,1241.2,554.0,1.40
458094,2013,most recent,0.0,1.0,16.20,3.0,0.0,0.0,1.2,1.0,NA
458094,2 Seasons,career,0.0,1.0,14.29,7.0,0.0,0.0,5.2,3.0,2.47
600968,2020,most recent,0.0,1.0,8.10,4.0,0.0,0.0,3.1,4.0,NA
600968,4 Seasons,career,6.0,1.0,5.00,69.0,0.0,1.0,66.2,49.0,1.59
624133,2020,most recent,0.0,1.0,20.25,3.0,0.0,0.0,4.0,1.0,NA
624133,3 Seasons,career,7.0,3.0,4.66,44.0,3.0,0.0,67.2,54.0,1.55
451216,2014,most recent,2.0,4.0,4.66,61.0,0.0,1.0,48.1,54.0,NA
451216,9 Seasons,career,24.0,25.0,3.30,394.0,0.0,172.0,382.0,407.0,1.36
477132,2020,most recent,6.0,2.0,2.16,10.0,10.0,0.0,58.1,62.0,NA
477132,13 Seasons,career,175.0,76.0,2.43,357.0,354.0,0.0,2333.0,2526.0,1.00
500872,2018,most recent,1.0,1.0,8.00,10.0,0.0,0.0,9.0,6.0,NA
500872,3 Seasons,career,3.0,2.0,3.56,67.0,0.0,0.0,68.1,60.0,1.33
572125,2020,most recent,1.0,1.0,3.72,24.0,0.0,1.0,19.1,23.0,NA
572125,2 Seasons,career,1.0,1.0,3.94,34.0,0.0,1.0,29.2,33.0,1.15
444884,2011,most recent,3.0,2.0,4.68,29.0,0.0,0.0,32.2,22.0,NA
444884,6 Seasons,career,18.0,19.0,4.10,283.0,0.0,51.0,281.0,230.0,1.36
474699,2017,most recent,2.0,6.0,6.91,24.0,12.0,1.0,71.2,50.0,NA
474699,8 Seasons,career,35.0,36.0,4.09,163.0,97.0,2.0,667.0,497.0,1.43
641793,2020,most recent,0.0,0.0,9.95,6.0,0.0,0.0,6.1,3.0,NA
641793,3 Seasons,career,6.0,2.0,4.52,43.0,2.0,0.0,63.2,49.0,1.48
592547,2018,most recent,0.0,2.0,6.16,21.0,4.0,0.0,38.0,33.0,NA
592547,2 Seasons,career,1.0,3.0,5.23,27.0,6.0,0.0,51.2,44.0,1.47
445926,2020,most recent,0.0,0.0,6.88,18.0,0.0,0.0,17.0,13.0,NA
445926,13 Seasons,career,41.0,58.0,4.52,481.0,79.0,8.0,933.0,832.0,1.35
488787,2014,most recent,1.0,0.0,5.25,10.0,0.0,0.0,12.0,5.0,NA
488787,4 Seasons,career,8.0,13.0,5.72,58.0,26.0,0.0,177.2,123.0,1.69
544930,2016,most recent,0.0,0.0,6.23,5.0,0.0,0.0,4.1,1.0,NA
544930,1 Season,career,0.0,0.0,6.23,5.0,0.0,0.0,4.1,1.0,1.62
592826,2020,most recent,1.0,1.0,5.56,9.0,7.0,0.0,34.0,46.0,NA
592826,6 Seasons,career,28.0,35.0,4.72,131.0,106.0,0.0,556.2,615.0,1.38
662253,2019,most recent,1.0,1.0,3.91,22.0,0.0,1.0,23.0,30.0,NA
662253,1 Season,career,1.0,1.0,3.91,22.0,0.0,1.0,23.0,30.0,1.17
425532,2016,most recent,0.0,0.0,5.71,11.0,0.0,0.0,17.1,8.0,NA
425532,11 Seasons,career,52.0,66.0,4.59,236.0,149.0,2.0,1029.2,655.0,1.39
488776,2012,most recent,0.0,1.0,3.75,14.0,0.0,0.0,12.0,12.0,NA
488776,1 Season,career,0.0,1.0,3.75,14.0,0.0,0.0,12.0,12.0,1.50
475243,2017,most recent,4.0,7.0,6.80,39.0,14.0,0.0,94.0,65.0,NA
475243,8 Seasons,career,47.0,59.0,4.26,298.0,147.0,4.0,994.0,801.0,1.32
501992,2019,most recent,0.0,1.0,0.00,4.0,2.0,0.0,5.1,5.0,NA
501992,6 Seasons,career,16.0,12.0,4.30,67.0,56.0,1.0,316.0,326.0,1.35
660623,2020,most recent,0.0,0.0,5.82,9.0,5.0,0.0,21.2,17.0,NA
660623,2 Seasons,career,0.0,0.0,7.30,11.0,5.0,0.0,24.2,20.0,1.74
605155,2020,most recent,0.0,3.0,5.61,11.0,4.0,0.0,25.2,25.0,NA
605155,3 Seasons,career,2.0,5.0,4.70,80.0,4.0,0.0,90.0,87.0,1.78
621094,2017,most recent,0.0,0.0,4.05,9.0,0.0,0.0,6.2,5.0,NA
621094,1 Season,career,0.0,0.0,4.05,9.0,0.0,0.0,6.2,5.0,1.20
518790,2017,most recent,0.0,1.0,16.50,3.0,1.0,0.0,6.0,3.0,NA
518790,4 Seasons,career,13.0,13.0,4.55,41.0,33.0,0.0,194.0,151.0,1.43
456167,2017,most recent,6.0,6.0,5.94,18.0,15.0,0.0,77.1,61.0,NA
456167,4 Seasons,career,34.0,21.0,4.34,88.0,85.0,0.0,478.2,403.0,1.22
660853,2019,most recent,0.0,1.0,7.36,5.0,1.0,0.0,11.0,9.0,NA
660853,2 Seasons,career,1.0,1.0,5.70,12.0,3.0,0.0,30.0,24.0,1.50
594762,2015,most recent,0.0,0.0,0.00,4.0,0.0,0.0,3.0,3.0,NA
594762,2 Seasons,career,0.0,0.0,2.84,7.0,0.0,0.0,6.1,6.0,0.79
572889,2015,most recent,0.0,1.0,-.--,1.0,0.0,0.0,0.0,0.0,NA
572889,2 Seasons,career,2.0,2.0,5.25,20.0,1.0,0.0,36.0,17.0,1.19
430599,2017,most recent,2.0,4.0,5.68,51.0,0.0,0.0,44.1,39.0,NA
430599,13 Seasons,career,101.0,97.0,4.38,427.0,252.0,2.0,1767.2,1284.0,1.34
664028,2018,most recent,1.0,2.0,6.75,6.0,6.0,0.0,26.2,18.0,NA
664028,1 Season,career,1.0,2.0,6.75,6.0,6.0,0.0,26.2,18.0,1.80
621381,2020,most recent,0.0,1.0,2.61,19.0,0.0,0.0,20.2,15.0,NA
621381,5 Seasons,career,13.0,23.0,3.69,151.0,24.0,0.0,253.1,269.0,1.17
641627,2020,most recent,1.0,2.0,10.03,15.0,0.0,4.0,11.2,8.0,NA
641627,6 Seasons,career,13.0,6.0,5.01,146.0,0.0,5.0,140.0,116.0,1.36
592120,2017,most recent,0.0,0.0,6.75,6.0,0.0,0.0,8.0,2.0,NA
592120,1 Season,career,0.0,0.0,6.75,6.0,0.0,0.0,8.0,2.0,2.00
592102,2019,most recent,0.0,2.0,6.26,25.0,0.0,4.0,23.0,29.0,NA
592102,8 Seasons,career,24.0,31.0,3.14,481.0,0.0,153.0,463.2,593.0,1.23
474668,2016,most recent,0.0,5.0,6.98,9.0,9.0,0.0,38.2,22.0,NA
474668,5 Seasons,career,4.0,8.0,6.68,52.0,16.0,0.0,95.2,59.0,1.82
276371,2012,most recent,6.0,9.0,4.85,21.0,21.0,0.0,117.0,111.0,NA
276371,12 Seasons,career,139.0,78.0,3.20,360.0,284.0,1.0,2025.2,1988.0,1.13
514639,2014,most recent,0.0,1.0,27.00,1.0,0.0,0.0,1.1,1.0,NA
514639,3 Seasons,career,0.0,3.0,5.74,14.0,0.0,0.0,15.2,15.0,1.53
500721,2015,most recent,1.0,0.0,4.71,17.0,0.0,1.0,21.0,16.0,NA
500721,3 Seasons,career,10.0,9.0,3.08,146.0,0.0,2.0,146.0,147.0,1.36
455949,2011,most recent,0.0,0.0,0.00,4.0,0.0,0.0,5.0,5.0,NA
455949,3 Seasons,career,1.0,4.0,6.75,15.0,8.0,0.0,44.0,34.0,1.89
430912,2017,most recent,3.0,11.0,5.43,27.0,23.0,0.0,124.1,75.0,NA
430912,13 Seasons,career,104.0,118.0,3.68,342.0,331.0,0.0,2085.2,1694.0,1.23
595918,2020,most recent,3.0,0.0,3.09,24.0,0.0,1.0,23.1,20.0,NA
595918,6 Seasons,career,14.0,10.0,4.65,103.0,19.0,3.0,197.1,201.0,1.46
516853,2014,most recent,0.0,0.0,0.00,2.0,0.0,0.0,2.0,1.0,NA
516853,1 Season,career,0.0,0.0,0.00,2.0,0.0,0.0,2.0,1.0,1.00
572102,2016,most recent,0.0,1.0,4.35,18.0,2.0,0.0,39.1,42.0,NA
572102,2 Seasons,career,2.0,7.0,5.60,31.0,14.0,0.0,91.2,84.0,1.75
466412,2012,most recent,0.0,0.0,3.18,15.0,0.0,0.0,17.0,8.0,NA
466412,3 Seasons,career,1.0,0.0,4.50,51.0,0.0,0.0,78.0,63.0,1.53
592836,2020,most recent,4.0,3.0,2.70,11.0,11.0,0.0,53.1,50.0,NA
592836,8 Seasons,career,35.0,34.0,3.84,108.0,105.0,0.0,581.2,528.0,1.25
591693,2019,most recent,1.0,0.0,5.40,20.0,0.0,0.0,15.0,11.0,NA
591693,4 Seasons,career,7.0,11.0,3.71,173.0,0.0,1.0,155.1,168.0,1.33
623184,2019,most recent,6.0,1.0,2.25,49.0,0.0,5.0,56.0,58.0,NA
623184,5 Seasons,career,18.0,8.0,3.85,259.0,0.0,7.0,257.1,234.0,1.32
434442,2017,most recent,1.0,1.0,7.36,16.0,0.0,0.0,11.0,6.0,NA
434442,12 Seasons,career,36.0,30.0,3.83,547.0,33.0,22.0,619.2,566.0,1.34
620982,2019,most recent,0.0,0.0,15.43,2.0,0.0,0.0,2.1,0.0,NA
620982,2 Seasons,career,1.0,2.0,8.44,27.0,0.0,0.0,32.0,25.0,1.94
642545,2020,most recent,1.0,0.0,3.62,7.0,5.0,0.0,32.1,27.0,NA
642545,3 Seasons,career,15.0,19.0,4.46,52.0,44.0,0.0,244.1,200.0,1.31
544993,2016,most recent,0.0,2.0,5.74,27.0,0.0,0.0,26.2,23.0,NA
544993,4 Seasons,career,2.0,9.0,4.23,110.0,2.0,2.0,104.1,99.0,1.15
621261,2020,most recent,0.0,0.0,4.85,4.0,1.0,0.0,13.0,11.0,NA
621261,3 Seasons,career,3.0,4.0,6.19,23.0,13.0,0.0,84.1,61.0,1.42
573188,2016,most recent,0.0,1.0,3.93,16.0,0.0,0.0,18.1,14.0,NA
573188,1 Season,career,0.0,1.0,3.93,16.0,0.0,0.0,18.1,14.0,1.31
642098,2020,most recent,0.0,0.0,5.40,4.0,0.0,0.0,5.0,2.0,NA
642098,4 Seasons,career,4.0,14.0,5.99,52.0,26.0,0.0,180.1,111.0,1.59
435221,2018,most recent,6.0,3.0,4.92,15.0,15.0,0.0,78.2,65.0,NA
435221,13 Seasons,career,69.0,75.0,4.20,255.0,197.0,0.0,1223.2,908.0,1.30
450527,2012,most recent,1.0,1.0,6.04,33.0,0.0,0.0,28.1,36.0,NA
450527,3 Seasons,career,3.0,2.0,5.11,90.0,0.0,0.0,74.0,85.0,1.69
592279,2017,most recent,0.0,0.0,8.35,15.0,0.0,0.0,18.1,10.0,NA
592279,1 Season,career,0.0,0.0,8.35,15.0,0.0,0.0,18.1,10.0,1.69
534947,2017,most recent,5.0,11.0,5.52,30.0,20.0,0.0,122.1,108.0,NA
534947,2 Seasons,career,9.0,15.0,4.97,43.0,33.0,0.0,192.0,155.0,1.35
452293,2012,most recent,0.0,0.0,9.00,3.0,0.0,0.0,3.0,2.0,NA
452293,5 Seasons,career,6.0,3.0,4.34,66.0,0.0,0.0,76.2,56.0,1.42
598287,2020,most recent,1.0,0.0,3.00,21.0,0.0,0.0,21.0,14.0,NA
598287,6 Seasons,career,13.0,10.0,4.18,184.0,8.0,1.0,211.0,230.0,1.25
605154,2019,most recent,3.0,4.0,3.59,66.0,0.0,0.0,72.2,87.0,NA
605154,3 Seasons,career,6.0,7.0,3.14,161.0,0.0,2.0,175.0,198.0,1.10
488846,2018,most recent,3.0,0.0,7.65,48.0,0.0,1.0,37.2,24.0,NA
488846,10 Seasons,career,46.0,38.0,4.19,484.0,61.0,3.0,762.2,523.0,1.39
519259,2012,most recent,0.0,0.0,10.29,6.0,0.0,0.0,7.0,6.0,NA
519259,4 Seasons,career,5.0,6.0,4.35,94.0,0.0,1.0,93.0,91.0,1.57
433578,2011,most recent,0.0,1.0,9.88,9.0,0.0,0.0,13.2,7.0,NA
433578,8 Seasons,career,24.0,28.0,5.07,290.0,24.0,3.0,468.2,276.0,1.63
592662,2020,most recent,2.0,5.0,6.62,12.0,11.0,0.0,51.2,68.0,NA
592662,7 Seasons,career,49.0,51.0,4.26,161.0,157.0,0.0,842.1,1042.0,1.38
518655,2012,most recent,0.0,2.0,20.25,2.0,0.0,0.0,2.2,3.0,NA
518655,3 Seasons,career,4.0,13.0,5.70,25.0,19.0,0.0,115.1,92.0,1.51
641745,2020,most recent,5.0,3.0,2.47,9.0,9.0,0.0,54.2,35.0,NA
641745,3 Seasons,career,21.0,23.0,3.50,78.0,57.0,0.0,360.1,253.0,1.28
467100,2020,most recent,1.0,1.0,8.53,4.0,4.0,0.0,19.0,9.0,NA
467100,11 Seasons,career,90.0,77.0,4.38,240.0,227.0,1.0,1347.2,963.0,1.36
664129,2020,most recent,1.0,0.0,3.63,21.0,0.0,0.0,22.1,19.0,NA
664129,2 Seasons,career,1.0,1.0,6.91,50.0,0.0,0.0,57.1,57.0,1.83
500610,2020,most recent,1.0,3.0,8.59,9.0,0.0,0.0,7.1,8.0,NA
500610,5 Seasons,career,8.0,5.0,4.81,83.0,0.0,0.0,103.0,83.0,1.32
430963,2011,most recent,1.0,1.0,6.20,17.0,0.0,0.0,20.1,17.0,NA
430963,6 Seasons,career,23.0,19.0,4.43,313.0,3.0,8.0,379.2,264.0,1.38
134321,2012,most recent,2.0,5.0,6.00,11.0,11.0,0.0,63.0,33.0,NA
134321,14 Seasons,career,108.0,107.0,4.39,302.0,284.0,0.0,1788.2,1091.0,1.34
460024,2016,most recent,2.0,3.0,3.86,40.0,0.0,0.0,37.1,40.0,NA
460024,9 Seasons,career,46.0,65.0,4.98,279.0,128.0,3.0,929.1,702.0,1.34
543178,2013,most recent,0.0,0.0,18.00,1.0,0.0,0.0,1.0,0.0,NA
543178,1 Season,career,0.0,0.0,18.00,1.0,0.0,0.0,1.0,0.0,2.00
449170,2015,most recent,0.0,0.0,5.84,8.0,0.0,0.0,12.1,7.0,NA
449170,2 Seasons,career,0.0,0.0,4.42,15.0,0.0,0.0,18.1,16.0,1.42
453381,2010,most recent,0.0,0.0,6.00,2.0,0.0,0.0,3.0,1.0,NA
453381,2 Seasons,career,0.0,3.0,7.90,10.0,4.0,0.0,27.1,19.0,1.76
471911,2020,most recent,3.0,4.0,2.91,12.0,12.0,0.0,68.0,82.0,NA
471911,11 Seasons,career,88.0,73.0,3.77,242.0,195.0,2.0,1242.1,1305.0,1.20
462089,2015,most recent,0.0,1.0,6.75,2.0,0.0,0.0,1.1,1.0,NA
462089,2 Seasons,career,0.0,1.0,5.93,18.0,0.0,0.0,13.2,19.0,1.98
621385,2019,most recent,1.0,1.0,4.34,48.0,0.0,0.0,29.0,28.0,NA
621385,4 Seasons,career,2.0,7.0,4.66,166.0,0.0,0.0,110.0,100.0,1.57
641838,2020,most recent,0.0,0.0,4.50,5.0,0.0,0.0,6.0,2.0,NA
641838,5 Seasons,career,11.0,6.0,3.80,169.0,0.0,1.0,191.2,120.0,1.41
474599,2014,most recent,0.0,0.0,8.10,10.0,0.0,0.0,10.0,6.0,NA
474599,3 Seasons,career,2.0,4.0,4.92,52.0,0.0,0.0,53.0,43.0,1.45
663567,2019,most recent,3.0,7.0,7.25,19.0,19.0,0.0,89.1,57.0,NA
663567,1 Season,career,3.0,7.0,7.25,19.0,19.0,0.0,89.1,57.0,1.74
571057,2015,most recent,0.0,1.0,5.21,40.0,1.0,0.0,38.0,30.0,NA
571057,2 Seasons,career,0.0,1.0,4.60,55.0,1.0,0.0,47.0,40.0,1.53
642840,2020,most recent,0.0,0.0,0.00,4.0,0.0,0.0,3.1,2.0,NA
642840,2 Seasons,career,1.0,0.0,4.22,22.0,0.0,0.0,21.1,19.0,1.59
668665,2019,most recent,0.0,1.0,10.80,7.0,0.0,0.0,6.2,6.0,NA
668665,1 Season,career,0.0,1.0,10.80,7.0,0.0,0.0,6.2,6.0,2.10
150122,2010,most recent,0.0,0.0,4.08,30.0,0.0,0.0,17.2,12.0,NA
150122,11 Seasons,career,23.0,27.0,3.48,570.0,0.0,36.0,503.2,533.0,1.26
466918,2013,most recent,1.0,2.0,4.54,31.0,0.0,0.0,41.2,30.0,NA
466918,7 Seasons,career,13.0,20.0,4.14,359.0,0.0,34.0,374.1,264.0,1.35
444468,2020,most recent,1.0,0.0,7.65,23.0,0.0,0.0,20.0,23.0,NA
444468,8 Seasons,career,24.0,20.0,3.49,444.0,1.0,92.0,436.0,441.0,1.20
453311,2016,most recent,2.0,6.0,9.16,9.0,9.0,0.0,38.1,32.0,NA
453311,10 Seasons,career,110.0,89.0,3.74,278.0,270.0,1.0,1682.0,1736.0,1.29
434679,2010,most recent,1.0,4.0,8.54,6.0,6.0,0.0,26.1,18.0,NA
434679,5 Seasons,career,1.0,7.0,7.48,20.0,11.0,0.0,61.1,40.0,1.76
462102,2013,most recent,4.0,3.0,5.42,15.0,13.0,0.0,73.0,56.0,NA
462102,5 Seasons,career,49.0,35.0,3.80,123.0,121.0,0.0,708.0,648.0,1.28
543017,2017,most recent,0.0,0.0,15.43,5.0,0.0,0.0,4.2,6.0,NA
543017,2 Seasons,career,1.0,0.0,4.69,73.0,0.0,0.0,48.0,48.0,1.42
445193,2013,most recent,2.0,2.0,3.71,16.0,0.0,1.0,17.0,23.0,NA
445193,3 Seasons,career,2.0,3.0,5.90,28.0,0.0,1.0,29.0,39.0,1.55
542923,2015,most recent,0.0,1.0,9.72,3.0,3.0,0.0,8.1,7.0,NA
542923,2 Seasons,career,0.0,3.0,6.05,5.0,5.0,0.0,19.1,13.0,1.97
543070,2014,most recent,6.0,1.0,4.12,67.0,0.0,3.0,59.0,34.0,NA
543070,4 Seasons,career,20.0,11.0,3.43,254.0,0.0,6.0,233.2,208.0,1.32
469097,2010,most recent,0.0,0.0,7.79,15.0,0.0,0.0,17.1,9.0,NA
469097,1 Season,career,0.0,0.0,7.79,15.0,0.0,0.0,17.1,9.0,1.85
573046,2020,most recent,1.0,0.0,0.00,3.0,0.0,0.0,4.0,2.0,NA
573046,7 Seasons,career,12.0,11.0,4.57,241.0,0.0,2.0,228.2,194.0,1.23
641438,2019,most recent,0.0,0.0,9.64,6.0,0.0,0.0,9.1,6.0,NA
641438,3 Seasons,career,4.0,1.0,3.89,62.0,0.0,1.0,76.1,53.0,1.35
641571,2019,most recent,0.0,2.0,8.06,12.0,3.0,0.0,22.1,15.0,NA
641571,2 Seasons,career,4.0,4.0,5.07,29.0,16.0,0.0,104.2,72.0,1.43
407819,2016,most recent,1.0,0.0,5.82,18.0,0.0,0.0,17.0,9.0,NA
407819,13 Seasons,career,36.0,46.0,3.41,748.0,1.0,23.0,662.2,642.0,1.28
664126,2020,most recent,6.0,3.0,2.70,27.0,2.0,0.0,26.2,39.0,NA
664126,2 Seasons,career,8.0,6.0,4.53,48.0,2.0,2.0,47.2,67.0,1.51
613317,2019,most recent,0.0,0.0,7.82,12.0,0.0,1.0,12.2,10.0,NA
613317,1 Season,career,0.0,0.0,7.82,12.0,0.0,1.0,12.2,10.0,2.05
452733,2016,most recent,1.0,0.0,21.00,7.0,0.0,0.0,3.0,4.0,NA
452733,12 Seasons,career,50.0,53.0,4.40,314.0,121.0,2.0,883.2,714.0,1.45
543495,2014,most recent,0.0,0.0,4.50,2.0,0.0,0.0,4.0,4.0,NA
543495,2 Seasons,career,2.0,5.0,5.93,17.0,8.0,0.0,44.0,51.0,1.64
502609,2011,most recent,0.0,1.0,4.66,18.0,0.0,0.0,9.2,5.0,NA
502609,4 Seasons,career,5.0,8.0,3.72,131.0,0.0,0.0,101.2,71.0,1.50
547749,2018,most recent,1.0,1.0,7.07,31.0,0.0,0.0,28.0,28.0,NA
547749,9 Seasons,career,21.0,26.0,4.12,388.0,4.0,4.0,395.1,374.0,1.32
663765,2020,most recent,1.0,0.0,5.57,12.0,1.0,0.0,21.0,16.0,NA
663765,1 Season,career,1.0,0.0,5.57,12.0,1.0,0.0,21.0,16.0,1.19
573204,2020,most recent,2.0,1.0,2.25,17.0,0.0,0.0,20.0,22.0,NA
573204,4 Seasons,career,7.0,4.0,2.65,126.0,0.0,0.0,118.2,101.0,1.12
444446,2015,most recent,1.0,1.0,7.47,15.0,0.0,0.0,15.2,13.0,NA
444446,6 Seasons,career,8.0,17.0,5.47,88.0,22.0,0.0,200.2,157.0,1.50
434565,2011,most recent,0.0,1.0,6.14,9.0,0.0,0.0,7.1,2.0,NA
434565,7 Seasons,career,23.0,27.0,4.42,186.0,53.0,0.0,442.0,371.0,1.45
457461,2010,most recent,0.0,1.0,5.24,38.0,0.0,0.0,34.1,15.0,NA
457461,3 Seasons,career,4.0,4.0,4.16,105.0,0.0,1.0,134.0,59.0,1.35
458537,2016,most recent,0.0,1.0,9.35,9.0,0.0,0.0,8.2,9.0,NA
458537,4 Seasons,career,10.0,13.0,3.52,64.0,25.0,0.0,197.0,204.0,1.19
445246,2011,most recent,1.0,4.0,5.71,39.0,0.0,0.0,34.2,33.0,NA
445246,5 Seasons,career,9.0,10.0,4.84,163.0,0.0,0.0,178.1,162.0,1.46
459939,2013,most recent,0.0,3.0,8.10,27.0,0.0,2.0,23.1,16.0,NA
459939,6 Seasons,career,13.0,15.0,4.12,241.0,15.0,6.0,316.2,233.0,1.46
