id,season_played,type,W,L,ERA,G,GS,SV,IP,SO,WHIP
592390,2020,most recent,3.0,0.0,9.00,22.0,0.0,0.0,19.0,20.0,NA
592390,8 Seasons,career,16.0,5.0,3.90,271.0,0.0,2.0,274.2,292.0,1.38
607216,2018,most recent,0.0,0.0,0.00,2.0,0.0,0.0,3.0,0.0,NA
607216,1 Season,career,0.0,0.0,0.00,2.0,0.0,0.0,3.0,0.0,1.00
446264,2013,most recent,0.0,2.0,12.96,4.0,2.0,0.0,8.1,6.0,NA
446264,4 Seasons,career,7.0,13.0,5.57,31.0,26.0,0.0,148.2,76.0,1.47
572888,2020,most recent,1.0,0.0,2.60,28.0,0.0,0.0,27.2,21.0,NA
572888,7 Seasons,career,23.0,28.0,4.38,313.0,33.0,66.0,444.0,413.0,1.32
592533,2017,most recent,0.0,0.0,13.50,1.0,0.0,0.0,2.0,0.0,NA
592533,3 Seasons,career,3.0,7.0,6.33,35.0,4.0,0.0,58.1,42.0,1.65
452259,2010,most recent,0.0,1.0,8.74,11.0,0.0,0.0,11.1,7.0,NA
452259,2 Seasons,career,2.0,4.0,4.31,51.0,0.0,0.0,54.1,28.0,1.53
641312,2020,most recent,0.0,0.0,3.52,18.0,0.0,0.0,15.1,18.0,NA
641312,2 Seasons,career,3.0,5.0,5.17,46.0,16.0,2.0,111.1,88.0,1.54
448855,2020,most recent,1.0,2.0,3.04,25.0,0.0,0.0,23.2,21.0,NA
448855,6 Seasons,career,26.0,23.0,3.77,172.0,60.0,3.0,444.1,404.0,1.29
449060,2013,most recent,0.0,0.0,0.00,4.0,0.0,0.0,2.0,0.0,NA
449060,7 Seasons,career,8.0,0.0,4.06,152.0,0.0,0.0,93.0,82.0,1.37
476454,2020,most recent,0.0,1.0,7.71,15.0,0.0,0.0,11.2,11.0,NA
476454,9 Seasons,career,21.0,23.0,2.52,373.0,1.0,36.0,393.1,632.0,1.07
506606,2013,most recent,0.0,0.0,2.25,5.0,0.0,0.0,4.0,1.0,NA
506606,6 Seasons,career,17.0,8.0,3.09,266.0,0.0,6.0,250.1,216.0,1.26
452737,2012,most recent,0.0,1.0,12.46,3.0,2.0,0.0,8.2,1.0,NA
452737,2 Seasons,career,0.0,3.0,6.98,7.0,6.0,0.0,29.2,18.0,1.58
501925,2019,most recent,1.0,0.0,1.80,28.0,0.0,0.0,25.0,22.0,NA
501925,13 Seasons,career,50.0,29.0,2.98,782.0,0.0,30.0,695.1,615.0,1.16
592340,2018,most recent,3.0,0.0,2.95,31.0,0.0,0.0,36.2,44.0,NA
592340,5 Seasons,career,6.0,4.0,3.69,141.0,0.0,0.0,141.1,153.0,1.22
408061,2017,most recent,2.0,5.0,7.82,28.0,0.0,7.0,25.1,23.0,NA
408061,16 Seasons,career,52.0,53.0,2.86,948.0,0.0,437.0,976.0,1142.0,1.15
453344,2018,most recent,0.0,0.0,1.47,35.0,0.0,22.0,30.2,31.0,NA
453344,12 Seasons,career,51.0,43.0,3.96,334.0,113.0,40.0,859.0,877.0,1.31
667498,2020,most recent,0.0,0.0,12.66,4.0,1.0,0.0,10.2,4.0,NA
667498,2 Seasons,career,0.0,4.0,7.40,11.0,8.0,0.0,45.0,29.0,1.64
543243,2020,most recent,5.0,3.0,3.70,11.0,11.0,0.0,56.0,72.0,NA
543243,8 Seasons,career,75.0,63.0,3.54,197.0,188.0,0.0,1132.0,1066.0,1.22
612434,2020,most recent,2.0,2.0,4.01,26.0,0.0,1.0,24.2,38.0,NA
612434,6 Seasons,career,8.0,18.0,4.29,230.0,2.0,7.0,283.0,234.0,1.43
441368,2011,most recent,1.0,0.0,2.31,17.0,0.0,0.0,11.2,6.0,NA
441368,4 Seasons,career,3.0,0.0,4.33,79.0,0.0,0.0,60.1,48.0,1.52
605538,2020,most recent,0.0,1.0,1.07,18.0,4.0,1.0,25.1,35.0,NA
605538,6 Seasons,career,19.0,28.0,4.95,147.0,61.0,2.0,414.2,339.0,1.38
669456,2020,most recent,8.0,1.0,1.63,12.0,12.0,0.0,77.1,122.0,NA
669456,3 Seasons,career,34.0,14.0,3.32,66.0,64.0,0.0,406.1,499.0,1.10
407822,2018,most recent,0.0,2.0,3.38,59.0,0.0,1.0,56.0,47.0,NA
407822,15 Seasons,career,104.0,87.0,4.58,430.0,241.0,1.0,1522.2,1273.0,1.44
407908,2016,most recent,1.0,1.0,5.93,31.0,0.0,0.0,27.1,33.0,NA
407908,12 Seasons,career,20.0,35.0,4.03,620.0,0.0,15.0,648.0,612.0,1.16
518674,2012,most recent,0.0,1.0,4.38,20.0,0.0,0.0,24.2,17.0,NA
518674,1 Season,career,0.0,1.0,4.38,20.0,0.0,0.0,24.2,17.0,1.82
538227,2013,most recent,0.0,0.0,6.00,3.0,0.0,0.0,3.0,3.0,NA
538227,4 Seasons,career,14.0,12.0,3.99,168.0,12.0,10.0,243.1,221.0,1.27
542866,2019,most recent,0.0,0.0,7.02,15.0,0.0,0.0,16.2,14.0,NA
542866,4 Seasons,career,2.0,0.0,6.45,68.0,0.0,1.0,75.1,58.0,1.66
554234,2016,most recent,2.0,3.0,6.04,11.0,11.0,0.0,53.2,27.0,NA
554234,2 Seasons,career,9.0,9.0,5.18,34.0,31.0,1.0,170.1,100.0,1.49
282656,2012,most recent,4.0,4.0,3.47,9.0,9.0,0.0,49.1,35.0,NA
282656,10 Seasons,career,94.0,96.0,3.78,250.0,250.0,0.0,1596.2,1325.0,1.22
456589,2010,most recent,0.0,1.0,15.43,4.0,0.0,0.0,2.1,2.0,NA
456589,6 Seasons,career,12.0,24.0,5.04,155.0,50.0,0.0,389.2,299.0,1.42
134320,2011,most recent,13.0,11.0,3.69,32.0,32.0,0.0,192.2,162.0,NA
134320,14 Seasons,career,165.0,160.0,4.22,450.0,443.0,0.0,2840.0,2536.0,1.25
644364,2019,most recent,1.0,0.0,3.86,3.0,0.0,0.0,4.2,7.0,NA
644364,3 Seasons,career,3.0,2.0,2.65,73.0,0.0,3.0,74.2,80.0,1.14
456713,2018,most recent,0.0,0.0,4.70,21.0,0.0,0.0,23.0,19.0,NA
456713,3 Seasons,career,10.0,6.0,3.35,136.0,0.0,11.0,137.0,138.0,1.25
594965,2020,most recent,1.0,3.0,4.96,9.0,8.0,0.0,32.2,45.0,NA
594965,3 Seasons,career,2.0,7.0,3.78,33.0,20.0,1.0,114.1,128.0,1.24
622103,2019,most recent,4.0,0.0,7.62,27.0,0.0,0.0,26.0,38.0,NA
622103,1 Season,career,4.0,0.0,7.62,27.0,0.0,0.0,26.0,38.0,1.35
435045,2015,most recent,0.0,0.0,4.96,14.0,0.0,0.0,16.1,18.0,NA
435045,6 Seasons,career,7.0,12.0,3.98,194.0,0.0,39.0,183.0,227.0,1.33
446624,2010,most recent,0.0,4.0,8.40,9.0,6.0,0.0,30.0,30.0,NA
446624,5 Seasons,career,2.0,7.0,6.40,34.0,10.0,1.0,83.0,69.0,1.75
519263,2017,most recent,4.0,0.0,1.97,32.0,0.0,0.0,32.0,27.0,NA
519263,3 Seasons,career,6.0,2.0,3.19,73.0,0.0,1.0,93.0,78.0,1.30
605333,2017,most recent,0.0,0.0,3.60,7.0,0.0,0.0,5.0,7.0,NA
605333,2 Seasons,career,0.0,1.0,2.70,24.0,0.0,0.0,16.2,21.0,1.74
520980,2020,most recent,0.0,0.0,3.18,18.0,0.0,2.0,17.0,13.0,NA
520980,7 Seasons,career,21.0,15.0,3.03,355.0,0.0,3.0,356.0,369.0,1.10
641427,2018,most recent,4.0,1.0,7.82,23.0,0.0,0.0,25.1,26.0,NA
641427,2 Seasons,career,5.0,2.0,4.58,51.0,0.0,0.0,57.0,49.0,1.44
467856,2010,most recent,3.0,5.0,4.38,32.0,13.0,0.0,88.1,52.0,NA
467856,1 Season,career,3.0,5.0,4.38,32.0,13.0,0.0,88.1,52.0,1.45
519008,2020,most recent,2.0,0.0,4.35,23.0,0.0,0.0,20.2,9.0,NA
519008,8 Seasons,career,20.0,14.0,4.08,285.0,3.0,1.0,401.0,240.0,1.49
572021,2020,most recent,0.0,0.0,16.88,6.0,0.0,0.0,5.1,1.0,NA
572021,6 Seasons,career,9.0,6.0,3.95,155.0,0.0,0.0,127.2,127.0,1.39
136880,2013,most recent,4.0,5.0,6.82,13.0,13.0,0.0,62.0,51.0,NA
136880,16 Seasons,career,203.0,105.0,3.38,416.0,390.0,1.0,2749.1,2117.0,1.18
232994,2010,most recent,0.0,0.0,9.00,3.0,0.0,0.0,2.0,0.0,NA
232994,7 Seasons,career,12.0,21.0,3.38,239.0,0.0,20.0,242.0,243.0,1.31
517060,2014,most recent,0.0,1.0,4.76,1.0,1.0,0.0,5.2,2.0,NA
517060,3 Seasons,career,3.0,5.0,7.33,16.0,14.0,0.0,66.1,33.0,1.87
461766,2012,most recent,6.0,2.0,2.95,66.0,0.0,1.0,61.0,62.0,NA
461766,4 Seasons,career,22.0,11.0,3.27,214.0,0.0,1.0,220.0,212.0,1.33
608717,2020,most recent,2.0,1.0,3.90,27.0,0.0,0.0,30.0,39.0,NA
608717,5 Seasons,career,18.0,18.0,4.79,110.0,41.0,1.0,319.2,277.0,1.49
430606,2014,most recent,2.0,1.0,2.89,22.0,0.0,0.0,18.2,21.0,NA
430606,10 Seasons,career,21.0,20.0,2.41,408.0,0.0,4.0,407.1,409.0,1.09
657566,2019,most recent,0.0,1.0,9.35,14.0,2.0,0.0,17.1,22.0,NA
657566,1 Season,career,0.0,1.0,9.35,14.0,2.0,0.0,17.1,22.0,2.08
519229,2015,most recent,0.0,0.0,22.50,1.0,0.0,0.0,2.0,0.0,NA
519229,2 Seasons,career,1.0,0.0,12.00,4.0,0.0,0.0,6.0,3.0,2.50
458550,2013,most recent,4.0,8.0,4.34,24.0,23.0,0.0,130.2,99.0,NA
458550,2 Seasons,career,8.0,15.0,4.65,50.0,36.0,0.0,224.1,161.0,1.32
425426,2016,most recent,6.0,0.0,4.22,38.0,0.0,0.0,53.1,30.0,NA
425426,9 Seasons,career,68.0,34.0,4.36,174.0,126.0,1.0,845.2,394.0,1.38
429722,2019,most recent,0.0,2.0,9.45,3.0,3.0,0.0,13.1,5.0,NA
429722,15 Seasons,career,149.0,127.0,4.09,387.0,384.0,0.0,2421.1,1926.0,1.27
606303,2020,most recent,0.0,0.0,3.00,2.0,0.0,0.0,3.0,2.0,NA
606303,2 Seasons,career,0.0,0.0,3.86,4.0,0.0,0.0,7.0,5.0,1.71
623381,2019,most recent,3.0,6.0,6.16,37.0,7.0,0.0,73.0,69.0,NA
623381,2 Seasons,career,7.0,7.0,5.43,49.0,13.0,0.0,116.0,98.0,1.34
433657,2013,most recent,0.0,0.0,15.00,1.0,0.0,0.0,3.0,1.0,NA
433657,9 Seasons,career,56.0,69.0,4.73,211.0,187.0,0.0,1144.1,768.0,1.31
453249,2016,most recent,2.0,1.0,3.12,53.0,0.0,0.0,43.1,36.0,NA
453249,8 Seasons,career,7.0,10.0,4.82,157.0,10.0,0.0,222.0,159.0,1.43
491624,2020,most recent,1.0,1.0,1.26,9.0,0.0,3.0,14.1,12.0,NA
491624,3 Seasons,career,3.0,4.0,6.23,29.0,6.0,3.0,65.0,46.0,1.55
594760,2017,most recent,0.0,1.0,15.00,1.0,1.0,0.0,3.0,3.0,NA
594760,2 Seasons,career,2.0,8.0,7.89,16.0,16.0,0.0,73.0,49.0,1.73
622766,2019,most recent,0.0,0.0,7.11,5.0,0.0,0.0,6.1,4.0,NA
622766,3 Seasons,career,2.0,1.0,6.62,47.0,3.0,0.0,66.2,67.0,1.61
450308,2017,most recent,0.0,5.0,7.44,9.0,9.0,0.0,42.1,23.0,NA
450308,12 Seasons,career,150.0,98.0,3.63,331.0,331.0,0.0,2067.1,1621.0,1.19
622864,2019,most recent,0.0,1.0,7.07,15.0,0.0,0.0,14.0,18.0,NA
622864,2 Seasons,career,3.0,4.0,5.17,26.0,11.0,0.0,69.2,63.0,1.56
642232,2020,most recent,1.0,4.0,3.56,11.0,9.0,0.0,55.2,44.0,NA
642232,3 Seasons,career,28.0,16.0,3.94,77.0,29.0,0.0,344.2,289.0,1.15
542674,2016,most recent,2.0,1.0,5.31,40.0,0.0,1.0,40.2,32.0,NA
542674,4 Seasons,career,3.0,3.0,4.63,129.0,1.0,3.0,144.0,129.0,1.56
450306,2019,most recent,7.0,9.0,4.51,30.0,29.0,0.0,149.2,124.0,NA
450306,14 Seasons,career,99.0,99.0,4.29,298.0,277.0,0.0,1643.0,1147.0,1.32
543867,2020,most recent,0.0,3.0,4.98,25.0,0.0,1.0,21.2,20.0,NA
543867,2 Seasons,career,0.0,5.0,7.78,35.0,3.0,1.0,39.1,33.0,1.58
676606,2020,most recent,2.0,3.0,4.57,10.0,7.0,0.0,41.1,36.0,NA
676606,2 Seasons,career,4.0,9.0,5.86,27.0,19.0,0.0,98.1,78.0,1.46
596064,2016,most recent,0.0,2.0,6.95,5.0,5.0,0.0,22.0,21.0,NA
596064,2 Seasons,career,4.0,6.0,5.19,16.0,16.0,0.0,85.0,71.0,1.52
429780,2016,most recent,1.0,0.0,8.64,6.0,0.0,0.0,8.1,6.0,NA
429780,8 Seasons,career,30.0,19.0,4.71,118.0,65.0,0.0,435.1,364.0,1.35
502136,2011,most recent,0.0,0.0,7.20,17.0,0.0,0.0,20.0,13.0,NA
502136,2 Seasons,career,3.0,2.0,4.94,54.0,0.0,1.0,62.0,39.0,1.55
664353,2020,most recent,1.0,1.0,2.73,5.0,5.0,0.0,29.2,17.0,NA
664353,2 Seasons,career,3.0,2.0,3.44,14.0,12.0,0.0,70.2,57.0,1.06
543557,2020,most recent,0.0,0.0,5.06,3.0,1.0,0.0,5.1,4.0,NA
543557,6 Seasons,career,23.0,34.0,3.84,183.0,70.0,3.0,541.0,415.0,1.35
457754,2019,most recent,2.0,0.0,2.25,9.0,0.0,0.0,8.0,5.0,NA
457754,4 Seasons,career,2.0,0.0,3.67,49.0,0.0,0.0,41.2,46.0,1.61
425856,2016,most recent,2.0,4.0,4.06,28.0,0.0,0.0,31.0,30.0,NA
425856,13 Seasons,career,74.0,76.0,4.37,243.0,196.0,0.0,1250.0,985.0,1.32
458155,2013,most recent,1.0,0.0,1.80,2.0,0.0,0.0,5.0,3.0,NA
458155,4 Seasons,career,4.0,3.0,5.82,21.0,6.0,0.0,55.2,32.0,1.78
621107,2020,most recent,4.0,2.0,3.97,11.0,10.0,0.0,59.0,70.0,NA
621107,5 Seasons,career,29.0,33.0,4.63,89.0,84.0,0.0,478.0,388.0,1.33
448281,2020,most recent,0.0,2.0,5.87,11.0,0.0,0.0,7.2,6.0,NA
448281,9 Seasons,career,23.0,23.0,3.07,401.0,0.0,111.0,395.2,463.0,0.97
572403,2019,most recent,4.0,3.0,5.90,22.0,4.0,0.0,58.0,51.0,NA
572403,6 Seasons,career,10.0,10.0,5.11,127.0,8.0,0.0,199.0,156.0,1.43
594835,2020,most recent,7.0,2.0,3.10,11.0,11.0,0.0,69.2,64.0,NA
594835,6 Seasons,career,41.0,27.0,4.09,96.0,88.0,0.0,516.2,420.0,1.29
608328,2020,most recent,0.0,1.0,14.73,3.0,2.0,0.0,7.1,9.0,NA
608328,4 Seasons,career,1.0,5.0,7.12,15.0,10.0,0.0,54.1,35.0,1.66
606965,2020,most recent,0.0,1.0,14.73,4.0,0.0,0.0,3.2,5.0,NA
606965,5 Seasons,career,16.0,16.0,3.35,225.0,7.0,7.0,309.0,332.0,1.07
450852,2013,most recent,0.0,0.0,7.71,2.0,0.0,0.0,2.1,0.0,NA
450852,5 Seasons,career,7.0,8.0,4.02,135.0,0.0,1.0,206.0,163.0,1.20
640463,2018,most recent,0.0,0.0,7.20,3.0,0.0,0.0,5.0,3.0,NA
640463,3 Seasons,career,4.0,6.0,5.49,26.0,14.0,0.0,100.0,64.0,1.60
434298,2012,most recent,1.0,0.0,4.66,23.0,0.0,0.0,19.1,18.0,NA
434298,8 Seasons,career,25.0,18.0,4.10,461.0,0.0,11.0,438.2,329.0,1.42
571572,2016,most recent,1.0,3.0,7.20,11.0,0.0,0.0,10.0,10.0,NA
571572,1 Season,career,1.0,3.0,7.20,11.0,0.0,0.0,10.0,10.0,1.90
519144,2020,most recent,1.0,7.0,5.64,12.0,12.0,0.0,59.0,54.0,NA
519144,12 Seasons,career,150.0,125.0,4.40,355.0,351.0,0.0,2096.1,1561.0,1.32
571945,2019,most recent,9.0,14.0,4.16,32.0,32.0,0.0,184.0,144.0,NA
571945,5 Seasons,career,31.0,24.0,3.82,101.0,74.0,0.0,476.0,352.0,1.20
518489,2020,most recent,1.0,0.0,3.96,25.0,1.0,0.0,25.0,30.0,NA
518489,4 Seasons,career,5.0,4.0,3.58,128.0,1.0,7.0,123.1,127.0,1.17
471183,2011,most recent,1.0,0.0,4.26,5.0,0.0,0.0,6.1,3.0,NA
471183,3 Seasons,career,1.0,0.0,5.40,19.0,0.0,0.0,21.2,17.0,1.80
519240,2018,most recent,0.0,1.0,6.97,23.0,0.0,0.0,10.1,11.0,NA
519240,10 Seasons,career,14.0,27.0,3.89,506.0,23.0,2.0,434.2,409.0,1.44
457732,2017,most recent,2.0,0.0,0.00,4.0,0.0,0.0,4.0,2.0,NA
457732,8 Seasons,career,16.0,14.0,3.12,265.0,0.0,95.0,274.1,276.0,1.10
430629,2013,most recent,0.0,1.0,9.82,9.0,0.0,4.0,7.1,5.0,NA
430629,7 Seasons,career,22.0,18.0,3.85,362.0,11.0,100.0,404.2,441.0,1.40
458589,2012,most recent,0.0,1.0,4.70,5.0,0.0,0.0,7.2,8.0,NA
458589,3 Seasons,career,2.0,8.0,3.85,97.0,0.0,1.0,117.0,76.0,1.48
543409,2015,most recent,0.0,0.0,0.00,6.0,0.0,0.0,4.2,4.0,NA
543409,5 Seasons,career,5.0,6.0,3.52,132.0,0.0,2.0,115.0,111.0,1.42
476589,2019,most recent,4.0,1.0,5.34,25.0,0.0,0.0,28.2,25.0,NA
476589,8 Seasons,career,30.0,24.0,3.53,323.0,21.0,6.0,492.1,428.0,1.23
592593,2017,most recent,2.0,3.0,5.06,20.0,8.0,0.0,48.0,26.0,NA
592593,3 Seasons,career,10.0,13.0,4.65,50.0,33.0,0.0,201.1,86.0,1.46
571948,2020,most recent,0.0,0.0,8.10,19.0,0.0,0.0,13.1,13.0,NA
571948,4 Seasons,career,0.0,0.0,4.53,74.0,0.0,0.0,55.2,46.0,1.51
429984,2011,most recent,2.0,6.0,7.14,39.0,0.0,0.0,40.1,29.0,NA
429984,7 Seasons,career,18.0,16.0,4.78,307.0,1.0,1.0,343.0,291.0,1.47
453192,2020,most recent,1.0,1.0,2.77,16.0,0.0,4.0,13.0,16.0,NA
453192,15 Seasons,career,55.0,55.0,3.99,572.0,66.0,63.0,793.0,939.0,1.33
595032,2018,most recent,0.0,0.0,18.00,1.0,0.0,0.0,1.0,1.0,NA
595032,5 Seasons,career,7.0,6.0,4.56,75.0,17.0,2.0,167.2,135.0,1.31
467726,2013,most recent,0.0,3.0,4.22,60.0,0.0,0.0,49.0,54.0,NA
467726,6 Seasons,career,6.0,11.0,3.23,324.0,0.0,0.0,259.0,229.0,1.39
613534,2020,most recent,0.0,0.0,4.50,3.0,0.0,0.0,4.0,7.0,NA
613534,4 Seasons,career,2.0,2.0,3.86,41.0,2.0,0.0,42.0,70.0,1.36
458003,2011,most recent,2.0,5.0,4.08,49.0,0.0,0.0,53.0,43.0,NA
458003,3 Seasons,career,10.0,13.0,4.07,124.0,8.0,0.0,183.1,124.0,1.39
502028,2018,most recent,1.0,0.0,2.31,13.0,0.0,0.0,11.2,10.0,NA
502028,7 Seasons,career,16.0,16.0,4.47,270.0,0.0,2.0,289.2,276.0,1.49
608334,2020,most recent,0.0,0.0,4.35,10.0,0.0,0.0,10.1,11.0,NA
608334,5 Seasons,career,6.0,9.0,6.34,54.0,15.0,0.0,105.0,94.0,1.60
429783,2015,most recent,2.0,4.0,6.18,45.0,0.0,1.0,39.1,40.0,NA
429783,12 Seasons,career,38.0,37.0,3.36,680.0,0.0,75.0,685.2,724.0,1.11
276514,2015,most recent,0.0,2.0,10.13,11.0,0.0,0.0,10.2,14.0,NA
276514,13 Seasons,career,30.0,46.0,4.24,594.0,8.0,177.0,720.1,661.0,1.39
592181,2015,most recent,0.0,0.0,6.23,13.0,0.0,0.0,13.0,11.0,NA
592181,1 Season,career,0.0,0.0,6.23,13.0,0.0,0.0,13.0,11.0,1.23
453264,2015,most recent,0.0,0.0,14.54,5.0,0.0,0.0,4.1,3.0,NA
453264,5 Seasons,career,3.0,3.0,5.48,105.0,0.0,1.0,69.0,73.0,1.62
457918,2020,most recent,2.0,2.0,3.47,9.0,9.0,0.0,49.1,42.0,NA
457918,14 Seasons,career,123.0,92.0,3.98,324.0,298.0,0.0,1741.1,1539.0,1.30
276520,2017,most recent,3.0,6.0,7.35,14.0,14.0,0.0,71.0,45.0,NA
276520,16 Seasons,career,148.0,137.0,4.28,419.0,383.0,1.0,2435.2,1571.0,1.30
521230,2020,most recent,3.0,1.0,1.78,24.0,0.0,14.0,25.1,37.0,NA
521230,10 Seasons,career,19.0,27.0,4.10,344.0,44.0,40.0,516.1,526.0,1.28
605195,2020,most recent,0.0,1.0,1.59,7.0,0.0,0.0,5.2,7.0,NA
605195,4 Seasons,career,6.0,10.0,3.36,153.0,0.0,2.0,147.1,161.0,1.32
572831,2017,most recent,0.0,1.0,3.65,46.0,0.0,1.0,37.0,27.0,NA
572831,5 Seasons,career,4.0,4.0,3.49,177.0,0.0,2.0,129.0,116.0,1.28
592761,2020,most recent,0.0,0.0,2.57,5.0,4.0,0.0,14.0,15.0,NA
592761,4 Seasons,career,15.0,18.0,4.55,58.0,50.0,0.0,263.1,289.0,1.26
620454,2019,most recent,0.0,0.0,0.00,1.0,0.0,0.0,0.2,2.0,NA
620454,2 Seasons,career,3.0,3.0,3.23,38.0,0.0,0.0,39.0,54.0,0.92
664871,2019,most recent,2.0,1.0,7.25,13.0,1.0,0.0,22.1,17.0,NA
664871,1 Season,career,2.0,1.0,7.25,13.0,1.0,0.0,22.1,17.0,1.97
642701,2020,most recent,1.0,2.0,5.29,12.0,0.0,0.0,17.0,18.0,NA
642701,3 Seasons,career,2.0,2.0,6.66,16.0,0.0,0.0,25.2,28.0,1.52
430941,2012,most recent,0.0,0.0,27.00,2.0,0.0,0.0,1.1,0.0,NA
430941,9 Seasons,career,19.0,17.0,3.77,442.0,0.0,56.0,324.1,320.0,1.34
430654,2010,most recent,0.0,0.0,12.27,4.0,0.0,0.0,7.1,5.0,NA
430654,3 Seasons,career,9.0,7.0,5.16,101.0,4.0,1.0,183.0,104.0,1.63
542369,2012,most recent,0.0,2.0,11.12,2.0,2.0,0.0,5.2,5.0,NA
542369,1 Season,career,0.0,2.0,11.12,2.0,2.0,0.0,5.2,5.0,2.82
408241,2016,most recent,5.0,9.0,5.54,31.0,21.0,0.0,118.2,102.0,NA
408241,15 Seasons,career,152.0,126.0,3.63,388.0,377.0,0.0,2377.0,2207.0,1.20
444935,2015,most recent,0.0,1.0,4.28,36.0,0.0,0.0,27.1,28.0,NA
444935,5 Seasons,career,3.0,2.0,4.72,143.0,0.0,1.0,118.1,122.0,1.37
451990,2012,most recent,0.0,0.0,2.25,12.0,0.0,0.0,12.0,10.0,NA
451990,2 Seasons,career,0.0,0.0,5.88,24.0,0.0,0.0,26.0,25.0,1.69
408230,2013,most recent,0.0,2.0,3.97,25.0,0.0,0.0,11.1,9.0,NA
408230,9 Seasons,career,22.0,21.0,3.35,484.0,0.0,4.0,383.2,350.0,1.38
533167,2020,most recent,0.0,1.0,4.71,6.0,6.0,0.0,28.2,26.0,NA
533167,8 Seasons,career,43.0,33.0,3.86,112.0,104.0,0.0,602.1,540.0,1.18
451773,2014,most recent,0.0,0.0,11.57,3.0,0.0,0.0,2.1,0.0,NA
451773,4 Seasons,career,6.0,1.0,4.24,90.0,0.0,2.0,87.0,78.0,1.29
434159,2010,most recent,0.0,1.0,9.64,13.0,0.0,0.0,9.1,4.0,NA
434159,5 Seasons,career,3.0,9.0,5.46,103.0,7.0,2.0,113.2,92.0,1.55
607229,2020,most recent,0.0,0.0,9.64,6.0,4.0,0.0,14.0,9.0,NA
607229,5 Seasons,career,20.0,15.0,4.67,159.0,33.0,14.0,322.0,263.0,1.42
453178,2020,most recent,0.0,2.0,9.00,15.0,1.0,0.0,14.0,15.0,NA
453178,14 Seasons,career,97.0,105.0,4.13,369.0,290.0,30.0,1781.1,1648.0,1.28
453265,2020,most recent,1.0,0.0,2.50,21.0,0.0,2.0,18.0,15.0,NA
453265,10 Seasons,career,40.0,25.0,2.80,627.0,0.0,32.0,591.0,526.0,1.09
283166,2013,most recent,0.0,3.0,4.68,75.0,0.0,0.0,50.0,60.0,NA
283166,11 Seasons,career,17.0,24.0,3.14,509.0,0.0,56.0,444.1,511.0,1.30
543634,2012,most recent,1.0,0.0,10.13,7.0,0.0,0.0,8.0,3.0,NA
543634,4 Seasons,career,6.0,6.0,4.36,156.0,0.0,2.0,169.1,132.0,1.45
425492,2018,most recent,2.0,5.0,5.47,58.0,0.0,4.0,52.2,54.0,NA
425492,13 Seasons,career,61.0,48.0,3.48,740.0,18.0,91.0,869.2,775.0,1.24
592848,2018,most recent,0.0,0.0,-.--,1.0,0.0,0.0,0.0,0.0,NA
592848,1 Season,career,0.0,0.0,*.**,1.0,0.0,0.0,0.0,0.0,*.**
444444,2011,most recent,0.0,0.0,8.44,3.0,3.0,0.0,10.2,7.0,NA
444444,3 Seasons,career,0.0,0.0,6.75,10.0,3.0,0.0,22.2,17.0,1.90
605228,2016,most recent,16.0,8.0,2.86,29.0,29.0,0.0,182.1,253.0,NA
605228,4 Seasons,career,38.0,17.0,2.58,76.0,76.0,0.0,471.1,589.0,1.05
664192,2020,most recent,0.0,1.0,7.94,3.0,2.0,0.0,5.2,5.0,NA
664192,3 Seasons,career,18.0,20.0,4.21,59.0,58.0,0.0,299.1,308.0,1.28
543056,2020,most recent,0.0,0.0,0.00,2.0,0.0,0.0,2.2,3.0,NA
543056,6 Seasons,career,6.0,4.0,4.19,155.0,0.0,0.0,146.0,137.0,1.34
429720,2013,most recent,0.0,0.0,12.27,4.0,0.0,0.0,7.1,7.0,NA
429720,8 Seasons,career,41.0,36.0,4.45,112.0,105.0,0.0,593.0,499.0,1.36
656288,2020,most recent,2.0,3.0,3.99,11.0,11.0,0.0,56.1,56.0,NA
656288,2 Seasons,career,7.0,9.0,4.36,29.0,28.0,0.0,146.2,152.0,1.28
430638,2012,most recent,0.0,0.0,6.75,3.0,0.0,0.0,8.0,3.0,NA
430638,6 Seasons,career,8.0,10.0,5.19,124.0,8.0,1.0,187.1,120.0,1.51
595191,2019,most recent,3.0,4.0,5.71,12.0,10.0,1.0,58.1,51.0,NA
595191,5 Seasons,career,21.0,30.0,4.15,80.0,76.0,1.0,440.0,396.0,1.28
543456,2016,most recent,2.0,0.0,3.96,14.0,0.0,0.0,25.0,15.0,NA
543456,3 Seasons,career,6.0,10.0,5.06,34.0,17.0,0.0,128.0,74.0,1.46
434665,2015,most recent,2.0,2.0,4.68,28.0,0.0,0.0,25.0,18.0,NA
434665,8 Seasons,career,20.0,16.0,4.06,387.0,2.0,4.0,403.0,339.0,1.46
571951,2018,most recent,2.0,4.0,5.42,16.0,11.0,0.0,73.0,38.0,NA
571951,5 Seasons,career,4.0,10.0,5.15,64.0,20.0,2.0,171.1,102.0,1.68
433589,2020,most recent,2.0,1.0,1.66,26.0,0.0,0.0,21.2,17.0,NA
433589,13 Seasons,career,42.0,41.0,3.93,437.0,59.0,6.0,826.0,730.0,1.16
455119,2020,most recent,1.0,1.0,1.00,19.0,0.0,1.0,18.0,20.0,NA
455119,5 Seasons,career,3.0,11.0,4.09,163.0,0.0,6.0,151.2,154.0,1.18
