id,Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,HardHit%,K%,BB%,Whiff%,xERA,FB Velo,FB Spin,CB Spin
544928,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502179,2017.0, , , , , , , , , , , , , ,7.0,14.0,93.0
502179,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491159,2015.0, , , , , , , , , , , , , ,1.0,33.0,NA
453281,2016.0, 24, 26, 4, 3, 72, 42, 6, 78, 82, 44, 95, 40, 24,1.0,3.0,29.0
453281,2017.0, 22, 8, 18, 30, 35, 54, 44, 69, 61, 30, 86, 36, 22,2.0,3.0,13.0
453281,2018.0, 36, 34, 24, 18, 62, 1, 10, 75, 56, 31, 84, 29, 36,0.0,2.0,17.0
453281,2019.0, 19, 11, 10, 12, 45, 18, 33, 28, 28, 14, 83, 23, 19,0.0,2.0,19.0
453281,2020.0, 47, 34, 46, 51, 46, 74, 89, 87, 88, 1, 60, 37, 47,0.0,1.0,20.0
641490,2015.0, , , , , , , , , , , , , ,17.0,9.0,NA
641490,2016.0, , , , , , , , , , , , , ,10.0,7.0,NA
641490,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641490,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542960,2015.0, 84, 93, 90, 82, 67, 74, 74, 66, 91, 86, 4, 91, 84,76.0,65.0,NA
542960,2016.0, 93, 91, 90, 79, 94, 76, 76, 82, 63, 92, 46, 94, 93,82.0,74.0,NA
542960,2017.0, 66, 73, 57, 42, 71, 54, 24, 57, 44, 72, 30, 64, 66,80.0,77.0,NA
542960,2018.0, 55, 36, 65, 83, 35, 82, 91, 77, 93, 42, 26, 76, 55,67.0,48.0,NA
542960,2019.0, 48, 44, 76, 92, 16, 95, 95, 47, 49, 61, 7, 63, 48,57.0,41.0,NA
542960,2020.0, , , , , , , , , , , , , ,8.0,49.0,NA
665093,2019.0, , , , , , , , , , , , , ,34.0,3.0,37.0
665093,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622217,2017.0, , , , , , , , , , , , , ,1.0,34.0,41.0
622217,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664701,2017.0, , , , , , , , , , , , , ,44.0,33.0,NA
664701,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518603,2015.0, 26, 43, 34, 27, 24, 41, 17, 3, 40, 38, 24, 50, 26,41.0,13.0,NA
571616,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571616,2017.0, , , , , , , , , , , , , ,39.0,59.0,13.0
571616,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502011,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543942,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502578,2015.0, , , , , , , , , , , , , ,77.0,16.0,NA
502578,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502578,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607188,2017.0, 60, 68, 66, 61, 59, 46, 42, 36, 21, 63, 43, 79, 60,36.0,32.0,11.0
607188,2018.0, 6, 18, 10, 12, 5, 46, 13, 12, 19, 19, 8, 14, 6,31.0,19.0,10.0
607188,2019.0, , , , , , , , , , , , , ,57.0,20.0,NA
605513,2018.0, , , , , , , , , , , , , ,73.0,62.0,70.0
605513,2019.0, 30, 37, 42, 50, 23, 23, 57, 22, 16, 48, 34, 45, 30,64.0,66.0,60.0
605513,2020.0, 18, 16, 37, 55, 11, 23, 59, 8, 16, 35, 18, 60, 18,66.0,84.0,71.0
445153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467008,2015.0, 95, 96, 98, 99, 74, 95, 94, 40, 92, 94, 9, 99, 95,89.0,65.0,NA
467008,2016.0, , , , , , , , , , , , , ,86.0,71.0,NA
467008,2017.0, 91, 94, 96, 92, 83, 93, 93, 82, 92, 76, 19, 98, 91,91.0,78.0,NA
467008,2018.0, 76, 79, 79, 70, 61, 77, 65, 94, 94, 59, 40, 94, 76,43.0,64.0,NA
467008,2019.0, , , , , , , , , , , , , ,33.0,71.0,NA
467008,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623439,2016.0, , , , , , , , , , , , , ,32.0,19.0,1.0
623439,2017.0, , , , , , , , , , , , , ,21.0,50.0,2.0
623439,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642558,2018.0, 1, 0, 3, 25, 2, 60, 47, 5, 0, 0, 61, 0, 1,36.0,0.0,25.0
642558,2019.0, 5, 6, 6, 9, 17, 4, 9, 15, 6, 5, 73, 3, 5,40.0,0.0,19.0
642558,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670456,2019.0, , , , , , , , , , , , , ,73.0,44.0,NA
453232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571035,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571035,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571035,2018.0, , , , , , , , , , , , , ,20.0,95.0,46.0
607259,2015.0, 4, 6, 11, 23, 2, 25, 36, 30, 30, 9, 36, 11, 4,20.0,53.0,83.0
607259,2016.0, , , , , , , , , , , , , ,36.0,51.0,67.0
607259,2017.0, 16, 13, 8, 8, 41, 11, 11, 52, 71, 6, 87, 3, 16,36.0,82.0,66.0
475416,2015.0, 14, 30, 45, 57, 4, 74, 70, 28, 24, 33, 12, 19, 14,4.0,13.0,NA
407845,2015.0, 53, 75, 76, 68, 22, 74, 67, 89, 83, 53, 10, 72, 53,86.0,27.0,NA
407845,2016.0, 79, 89, 96, 96, 35, 96, 96, 97, 94, 82, 2, 91, 79,82.0,9.0,NA
407845,2017.0, 86, 89, 91, 92, 67, 97, 95, 69, 92, 85, 12, 88, 86,75.0,17.0,NA
407845,2018.0, 49, 56, 67, 76, 27, 72, 68, 75, 81, 64, 12, 63, 49,72.0,14.0,NA
407845,2019.0, 46, 58, 69, 75, 22, 74, 39, 75, 46, 55, 5, 58, 46,64.0,13.0,NA
457422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605232,2015.0, , , , , , , , , , , , , ,59.0,31.0,NA
605232,2016.0, 15, 34, 24, 19, 11, 5, 11, 59, 40, 40, 8, 46, 15,41.0,39.0,NA
605232,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605232,2018.0, , , , , , , , , , , , , ,24.0,34.0,NA
623430,2015.0, , , , , , , , , , , , , ,33.0,92.0,NA
623430,2016.0, 98, 97, 86, 59, 99, 55, 37, 71, 86, 78, 89, 85, 98,27.0,83.0,NA
623430,2017.0, , , , , , , , , , , , , ,29.0,87.0,NA
623430,2018.0, , , , , , , , , , , , , ,23.0,80.0,NA
623430,2019.0, , , , , , , , , , , , , ,23.0,86.0,NA
450580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503566,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641341,2018.0, , , , , , , , , , , , , ,92.0,99.0,NA
641341,2019.0, , , , , , , , , , , , , ,85.0,97.0,NA
641341,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547888,2015.0, 48, 48, 17, 8, 82, 5, 8, 17, 17, 67, 95, 65, 48,36.0,37.0,32.0
547888,2016.0, 71, 48, 56, 66, 81, 28, 80, 38, 33, 47, 94, 51, 71,21.0,18.0,35.0
547888,2017.0, 44, 48, 25, 16, 76, 2, 7, 28, 21, 74, 92, 89, 44,32.0,34.0,50.0
547888,2018.0, 55, 46, 39, 36, 71, 16, 36, 32, 27, 66, 89, 77, 55,28.0,31.0,47.0
547888,2019.0, 45, 28, 36, 47, 61, 13, 69, 39, 39, 24, 90, 32, 45,23.0,17.0,34.0
547888,2020.0, 56, 46, 32, 26, 80, 11, 25, 47, 49, 44, 94, 71, 56,37.0,35.0,32.0
518418,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608718,2016.0, , , , , , , , , , , , , ,0.0,25.0,20.0
608718,2017.0, 64, 32, 65, 80, 59, 61, 80, 98, 98, 28, 81, 29, 64,1.0,29.0,14.0
608718,2018.0, 35, 21, 20, 24, 60, 29, 26, 96, 99, 32, 95, 37, 35,1.0,29.0,15.0
608718,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608718,2020.0, 88, 69, 73, 74, 94, 65, 80, 96, 86, 78, 96, 77, 88,0.0,25.0,17.0
112526,2015.0, 40, 19, 22, 27, 68, 4, 38, 25, 33, 24, 99, 3, 40,8.0,40.0,6.0
112526,2016.0, 38, 15, 28, 41, 62, 16, 64, 9, 22, 15, 97, 1, 38,6.0,30.0,NA
112526,2017.0, 14, 8, 7, 8, 38, 4, 24, 12, 14, 5, 93, 0, 14,4.0,28.0,NA
112526,2018.0, 3, 1, 1, 2, 28, 6, 28, 15, 7, 1, 98, 0, 3,2.0,35.0,NA
429719,2015.0, 40, 40, 54, 63, 29, 85, 83, 28, 73, 31, 18, 60, 40,71.0,68.0,33.0
429719,2016.0, 9, 18, 11, 9, 8, 34, 14, 26, 26, 17, 10, 43, 9,38.0,56.0,41.0
429719,2017.0, 18, 38, 12, 5, 46, 28, 4, 47, 56, 22, 44, 40, 18,56.0,53.0,48.0
429719,2018.0, 14, 24, 15, 14, 19, 32, 17, 71, 66, 19, 26, 19, 14,43.0,52.0,58.0
429719,2019.0, 0, 1, 1, 1, 2, 22, 2, 3, 5, 6, 29, 37, 0,45.0,52.0,53.0
573127,2015.0, , , , , , , , , , , , , ,63.0,6.0,NA
573127,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573127,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573127,2019.0, , , , , , , , , , , , , ,39.0,6.0,NA
429400,2015.0, , , , , , , , , , , , , ,41.0,80.0,22.0
429400,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608650,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584171,2017.0, , , , , , , , , , , , , ,13.0,10.0,11.0
584171,2018.0, 21, 8, 32, 68, 13, 56, 77, 34, 51, 4, 69, 7, 21,21.0,14.0,13.0
584171,2019.0, 14, 24, 24, 27, 9, 60, 33, 56, 37, 25, 14, 37, 14,30.0,17.0,11.0
657786,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575070,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430613,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431162,2015.0, , , , , , , , , , , , , ,12.0,13.0,68.0
543935,2015.0, 86, 71, 78, 76, 91, 79, 88, 73, 94, 10, 97, 6, 86,55.0,40.0,15.0
543935,2016.0, 66, 53, 56, 59, 68, 55, 54, 59, 71, 18, 61, 29, 66,44.0,33.0,49.0
543935,2017.0, 40, 24, 30, 38, 47, 46, 21, 36, 9, 15, 89, 14, 40,51.0,46.0,54.0
543935,2018.0, 47, 47, 29, 22, 67, 56, 26, 83, 56, 18, 82, 19, 47,41.0,28.0,44.0
543935,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553970,2015.0, , , , , , , , , , , , , ,61.0,12.0,NA
407911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598286,2019.0, 46, 52, 45, 43, 42, 46, 37, 91, 93, 37, 21, 68, 46,4.0,15.0,21.0
598286,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605280,2018.0, , , , , , , , , , , , , ,64.0,24.0,60.0
605280,2019.0, 26, 68, 74, 80, 3, 92, 84, 50, 25, 55, 2, 64, 26,72.0,7.0,76.0
605280,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622797,2019.0, , , , , , , , , , , , , ,57.0,73.0,84.0
435080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606959,2017.0, , , , , , , , , , , , , ,24.0,12.0,28.0
606959,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592833,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592833,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592833,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656798,2018.0, , , , , , , , , , , , , ,53.0,48.0,9.0
592473,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592473,2018.0, , , , , , , , , , , , , ,14.0,33.0,1.0
592473,2019.0, 79, 63, 76, 82, 71, 74, 67, 75, 56, 24, 67, 43, 79,6.0,24.0,NA
592473,2020.0, , , , , , , , , , , , , ,10.0,23.0,NA
606167,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606167,2017.0, 18, 22, 24, 27, 14, 34, 38, 31, 52, 31, 25, 46, 18,45.0,92.0,34.0
606167,2018.0, , , , , , , , , , , , , ,46.0,94.0,NA
606167,2019.0, , , , , , , , , , , , , ,48.0,96.0,NA
276914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456701,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456701,2016.0, , , , , , , , , , , , , ,61.0,19.0,6.0
456701,2017.0, 5, 2, 20, 51, 1, 51, 74, 41, 12, 14, 24, 32, 5,62.0,13.0,4.0
456701,2018.0, 3, 1, 2, 5, 10, 12, 15, 12, 3, 6, 77, 12, 3,54.0,12.0,2.0
456701,2019.0, 39, 24, 43, 60, 37, 26, 75, 11, 22, 39, 59, 40, 39,50.0,14.0,0.0
456701,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605242,2016.0, 62, 62, 56, 58, 69, 25, 54, 63, 67, 46, 72, 52, 62,84.0,55.0,NA
605242,2017.0, 53, 32, 48, 63, 59, 24, 69, 78, 79, 17, 87, 27, 53,89.0,15.0,65.0
605242,2018.0, 25, 23, 25, 29, 29, 27, 47, 18, 27, 32, 48, 38, 25,88.0,37.0,NA
605242,2020.0, 1, 0, 2, 12, 1, 23, 18, 10, 13, 6, 47, 7, 1,52.0,14.0,34.0
150188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459987,2015.0, 40, 18, 70, 94, 22, 98, 98, 35, 53, 44, 63, 28, 40,22.0,38.0,88.0
459987,2016.0, 5, 14, 5, 6, 12, 55, 12, 63, 41, 3, 27, 10, 5,9.0,31.0,73.0
542947,2016.0, , , , , , , , , , , , , ,14.0,2.0,NA
542947,2017.0, 69, 23, 69, 90, 58, 88, 97, 41, 21, 0, 95, 10, 69,5.0,0.0,NA
542947,2018.0, , , , , , , , , , , , , ,2.0,1.0,NA
542947,2019.0, 75, 35, 65, 86, 75, 95, 97, 39, 35, 1, 98, 1, 75,5.0,2.0,NA
542947,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592858,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592858,2019.0, , , , , , , , , , , , , ,86.0,69.0,62.0
592858,2020.0, , , , , , , , , , , , , ,69.0,64.0,74.0
458584,2015.0, , , , , , , , , , , , , ,8.0,84.0,59.0
458584,2016.0, , , , , , , , , , , , , ,7.0,97.0,91.0
458584,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458584,2018.0, , , , , , , , , , , , , ,1.0,81.0,94.0
458584,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621295,2016.0, 66, 49, 45, 46, 80, 72, 40, 8, 47, 39, 92, 4, 66,50.0,14.0,NA
621295,2017.0, , , , , , , , , , , , , ,47.0,34.0,NA
621295,2018.0, , , , , , , , , , , , , ,39.0,25.0,NA
621295,2019.0, 43, 42, 24, 16, 65, 53, 11, 0, 0, 68, 70, 32, 43,39.0,32.0,14.0
621295,2020.0, 32, 47, 20, 14, 40, 46, 15, 31, 49, 74, 80, 66, 32,49.0,37.0,NA
448693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447755,2015.0, , , , , , , , , , , , , ,71.0,96.0,NA
447755,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502706,2015.0, 2, 4, 2, 4, 6, 47, 4, 1, 0, 24, 61, 12, 2,64.0,51.0,3.0
502706,2016.0, 23, 18, 19, 21, 31, 30, 33, 54, 55, 9, 54, 7, 23,41.0,43.0,3.0
502706,2017.0, 2, 8, 4, 6, 2, 7, 9, 17, 6, 16, 8, 14, 2,26.0,42.0,5.0
502706,2018.0, 42, 52, 43, 38, 44, 13, 45, 46, 48, 55, 34, 42, 42,31.0,77.0,9.0
502706,2019.0, 12, 53, 10, 4, 18, 22, 2, 4, 8, 43, 9, 61, 12,39.0,78.0,7.0
502706,2020.0, 7, 18, 3, 1, 22, 2, 1, 1, 4, 59, 52, 48, 7,41.0,84.0,16.0
605143,2018.0, , , , , , , , , , , , , ,98.0,99.0,NA
605143,2019.0, , , , , , , , , , , , , ,98.0,98.0,NA
605143,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596071,2017.0, , , , , , , , , , , , , ,33.0,40.0,82.0
596071,2018.0, , , , , , , , , , , , , ,23.0,69.0,94.0
596071,2019.0, 7, 8, 6, 6, 14, 40, 21, 28, 14, 10, 53, 12, 7,22.0,44.0,94.0
596071,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641482,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641482,2019.0, 21, 24, 22, 22, 25, 51, 30, 73, 63, 53, 30, 47, 21,8.0,31.0,17.0
641482,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519301,2015.0, , , , , , , , , , , , , ,76.0,74.0,54.0
519301,2016.0, , , , , , , , , , , , , ,73.0,73.0,55.0
519301,2017.0, , , , , , , , , , , , , ,64.0,73.0,64.0
519301,2018.0, , , , , , , , , , , , , ,60.0,51.0,61.0
571578,2015.0, 26, 22, 16, 19, 52, 45, 23, 1, 1, 60, 91, 51, 26,55.0,55.0,NA
571578,2016.0, 11, 15, 15, 16, 12, 2, 5, 11, 31, 33, 27, 45, 11,41.0,59.0,NA
571578,2017.0, 44, 32, 38, 46, 51, 4, 34, 31, 29, 49, 65, 59, 44,42.0,60.0,NA
571578,2018.0, 77, 58, 67, 73, 79, 18, 59, 49, 47, 90, 84, 95, 77,23.0,49.0,10.0
571578,2019.0, 63, 73, 51, 33, 74, 1, 14, 16, 29, 80, 44, 86, 63,33.0,42.0,2.0
571578,2020.0, 26, 9, 19, 36, 36, 8, 57, 12, 15, 30, 80, 29, 26,16.0,17.0,1.0
457429,2015.0, , , , , , , , , , , , , ,57.0,65.0,NA
457429,2016.0, , , , , , , , , , , , , ,64.0,63.0,NA
457429,2017.0, , , , , , , , , , , , , ,65.0,67.0,NA
457429,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430630,2015.0, , , , , , , , , , , , , ,50.0,51.0,NA
543045,2015.0, 64, 67, 59, 49, 65, 62, 47, 76, 91, 54, 48, 55, 64,37.0,75.0,NA
543045,2016.0, 40, 71, 48, 27, 29, 30, 44, 67, 73, 53, 14, 51, 40,32.0,79.0,NA
543045,2017.0, 10, 16, 8, 8, 11, 17, 9, 23, 13, 12, 35, 36, 10,13.0,68.0,NA
543045,2018.0, 52, 55, 63, 68, 46, 92, 85, 18, 36, 65, 39, 83, 52,82.0,56.0,NA
543045,2019.0, 19, 15, 24, 32, 9, 60, 58, 50, 40, 19, 21, 32, 19,81.0,65.0,14.0
542882,2015.0, 33, 47, 30, 21, 56, 41, 5, 0, 2, 30, 68, 29, 33,28.0,74.0,93.0
542882,2016.0, 49, 38, 34, 30, 75, 23, 21, 1, 4, 49, 92, 47, 49,28.0,76.0,85.0
542882,2017.0, 26, 32, 20, 16, 41, 39, 33, 3, 8, 38, 64, 52, 26,40.0,84.0,82.0
542882,2018.0, 25, 21, 12, 12, 38, 46, 34, 5, 1, 54, 64, 55, 25,43.0,82.0,79.0
542882,2019.0, 73, 70, 64, 58, 65, 60, 60, 37, 75, 66, 39, 48, 73,41.0,66.0,75.0
542882,2020.0, 67, 72, 63, 57, 72, 38, 30, 29, 58, 64, 49, 22, 67,21.0,59.0,72.0
573124,2016.0, 68, 56, 63, 71, 67, 82, 76, 19, 6, 73, 78, 13, 68,56.0,9.0,91.0
573124,2017.0, 22, 14, 25, 38, 13, 61, 34, 34, 32, 41, 38, 24, 22,60.0,14.0,92.0
573124,2018.0, 95, 86, 89, 85, 96, 82, 79, 34, 75, 84, 81, 64, 95,62.0,13.0,89.0
573124,2019.0, 96, 93, 91, 76, 97, 60, 37, 65, 93, 90, 98, 51, 96,77.0,12.0,74.0
573124,2020.0, 67, 44, 55, 63, 76, 46, 18, 28, 22, 65, 93, 28, 67,74.0,19.0,74.0
621408,2015.0, , , , , , , , , , , , , ,57.0,15.0,40.0
621408,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622253,2019.0, , , , , , , , , , , , , ,60.0,16.0,51.0
622253,2020.0, , , , , , , , , , , , , ,71.0,5.0,NA
467094,2015.0, 14, 13, 14, 21, 20, 45, 18, 14, 45, 27, 42, 51, 14,24.0,20.0,46.0
571521,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571521,2017.0, , , , , , , , , , , , , ,87.0,55.0,NA
571521,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571521,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471822,2015.0, 61, 73, 38, 14, 72, 50, 3, 84, 66, 86, 55, 93, 61,98.0,55.0,NA
471822,2016.0, , , , , , , , , , , , , ,93.0,49.0,NA
471822,2017.0, , , , , , , , , , , , , ,95.0,55.0,NA
543023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543278,2015.0, 71, 76, 75, 67, 68, 62, 41, 46, 94, 53, 33, 62, 71,3.0,49.0,14.0
543278,2016.0, , , , , , , , , , , , , ,4.0,42.0,1.0
543278,2017.0, , , , , , , , , , , , , ,7.0,54.0,2.0
543278,2018.0, 72, 69, 66, 61, 84, 49, 56, 77, 58, 24, 80, 14, 72,0.0,57.0,3.0
