id,Year,team,league,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
545404,2015.0,LAD,NL,39.0,0.0,1.0,7.88,2.0,2.0,0.0,8.0,10.0,7.0,7.0,1.0,6.0,5.0,2.00
425657,2003.0,COL,NL,242.0,4.0,1.0,3.70,75.0,0.0,1.0,58.1,58.0,25.0,24.0,5.0,12.0,40.0,1.20
425657,2004.0,COL,NL,187.0,1.0,2.0,7.52,64.0,0.0,0.0,40.2,45.0,34.0,34.0,1.0,26.0,20.0,1.75
425657,2005.0,2,Teams,87.0,1.0,1.0,11.02,32.0,0.0,2.0,16.1,26.0,20.0,20.0,2.0,11.0,12.0,2.27
425657,2005.0,ARI,NL,74.0,1.0,1.0,9.42,29.0,0.0,2.0,14.1,19.0,15.0,15.0,2.0,11.0,11.0,2.09
425657,2005.0,COL,NL,13.0,0.0,0.0,22.50,3.0,0.0,0.0,2.0,7.0,5.0,5.0,0.0,0.0,1.0,3.50
425657,2006.0,BOS,AL,69.0,1.0,0.0,2.70,27.0,0.0,1.0,16.2,13.0,10.0,5.0,1.0,10.0,11.0,1.38
425657,2007.0,BOS,AL,174.0,2.0,1.0,3.10,61.0,0.0,0.0,40.2,36.0,16.0,14.0,2.0,18.0,26.0,1.33
425657,2008.0,BOS,AL,247.0,2.0,0.0,2.43,70.0,0.0,0.0,59.1,53.0,18.0,16.0,4.0,27.0,38.0,1.35
425657,2009.0,BOS,AL,64.0,0.0,2.0,9.26,14.0,0.0,0.0,11.2,20.0,13.0,12.0,1.0,9.0,5.0,2.49
425657,2010.0,2,Teams,235.0,4.0,2.0,2.34,77.0,0.0,0.0,57.2,50.0,17.0,15.0,2.0,20.0,38.0,1.21
425657,2010.0,PIT,NL,166.0,2.0,2.0,2.79,50.0,0.0,0.0,38.2,39.0,14.0,12.0,2.0,18.0,22.0,1.47
425657,2010.0,SF,NL,69.0,2.0,0.0,1.42,27.0,0.0,0.0,19.0,11.0,3.0,3.0,0.0,2.0,16.0,0.68
425657,2011.0,SF,NL,222.0,5.0,2.0,2.72,70.0,0.0,1.0,53.0,42.0,16.0,16.0,0.0,26.0,40.0,1.28
425657,2012.0,SF,NL,153.0,3.0,0.0,2.50,70.0,0.0,7.0,36.0,37.0,13.0,10.0,1.0,14.0,28.0,1.42
425657,2013.0,SF,NL,161.0,4.0,2.0,1.83,69.0,0.0,1.0,39.1,30.0,10.0,8.0,1.0,12.0,37.0,1.07
425657,2014.0,SF,NL,167.0,1.0,1.0,3.11,65.0,0.0,0.0,37.2,31.0,14.0,13.0,2.0,19.0,22.0,1.33
425657,2015.0,SF,NL,147.0,1.0,0.0,1.60,77.0,0.0,0.0,39.1,19.0,8.0,7.0,1.0,16.0,26.0,0.89
425657,2016.0,SF,NL,118.0,1.0,3.0,4.05,68.0,0.0,1.0,26.2,24.0,13.0,12.0,3.0,15.0,15.0,1.46
605222,2016.0,MIA,NL,59.0,0.0,1.0,5.54,3.0,3.0,0.0,13.0,17.0,8.0,8.0,4.0,6.0,10.0,1.77
605222,2017.0,SD,NL,2.0,0.0,0.0,-.--,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-.--
650828,2017.0,PIT,NL,81.0,0.0,0.0,3.50,19.0,0.0,0.0,18.0,16.0,8.0,7.0,2.0,12.0,20.0,1.56
650828,2018.0,PIT,NL,271.0,3.0,4.0,3.26,69.0,0.0,0.0,66.1,61.0,25.0,24.0,7.0,12.0,54.0,1.10
434641,2007.0,HOU,NL,93.0,1.0,1.0,5.91,7.0,3.0,0.0,21.1,25.0,14.0,14.0,3.0,6.0,16.0,1.45
434641,2009.0,ARI,NL,307.0,4.0,3.0,4.06,65.0,0.0,9.0,71.0,67.0,33.0,32.0,2.0,30.0,66.0,1.37
434641,2010.0,ARI,NL,247.0,0.0,6.0,5.08,58.0,0.0,15.0,56.2,55.0,33.0,32.0,13.0,23.0,47.0,1.38
434641,2011.0,ARI,NL,90.0,0.0,0.0,5.40,20.0,0.0,0.0,18.1,22.0,16.0,11.0,3.0,9.0,23.0,1.69
434641,2013.0,2,Teams,236.0,1.0,5.0,4.23,53.0,0.0,0.0,55.1,56.0,29.0,26.0,5.0,20.0,45.0,1.37
434641,2013.0,LAA,AL,116.0,1.0,4.0,5.19,28.0,0.0,0.0,26.0,26.0,16.0,15.0,3.0,12.0,28.0,1.46
434641,2013.0,KC,AL,120.0,0.0,1.0,3.38,25.0,0.0,0.0,29.1,30.0,13.0,11.0,2.0,8.0,17.0,1.30
434641,2014.0,SF,NL,268.0,1.0,2.0,3.96,61.0,0.0,0.0,63.2,60.0,30.0,28.0,7.0,16.0,44.0,1.19
523260,2012.0,STL,NL,457.0,5.0,7.0,3.53,24.0,16.0,0.0,107.0,112.0,50.0,42.0,10.0,36.0,75.0,1.38
523260,2013.0,STL,NL,532.0,10.0,5.0,2.69,37.0,15.0,0.0,124.0,124.0,42.0,37.0,10.0,44.0,79.0,1.35
523260,2014.0,2,Teams,415.0,6.0,4.0,4.20,17.0,17.0,0.0,96.1,88.0,48.0,45.0,8.0,42.0,66.0,1.35
523260,2014.0,BOS,AL,259.0,4.0,2.0,4.11,10.0,10.0,0.0,61.1,47.0,29.0,28.0,5.0,32.0,41.0,1.29
523260,2014.0,STL,NL,156.0,2.0,2.0,4.37,7.0,7.0,0.0,35.0,41.0,19.0,17.0,3.0,10.0,25.0,1.46
523260,2015.0,BOS,AL,587.0,10.0,6.0,4.82,25.0,25.0,0.0,134.1,145.0,76.0,72.0,15.0,49.0,110.0,1.44
523260,2016.0,BOS,AL,188.0,4.0,0.0,5.18,20.0,6.0,0.0,40.0,44.0,23.0,23.0,5.0,24.0,48.0,1.70
523260,2017.0,BOS,AL,238.0,4.0,1.0,2.79,54.0,0.0,0.0,58.0,42.0,19.0,18.0,3.0,27.0,52.0,1.19
523260,2018.0,BOS,AL,285.0,4.0,2.0,4.39,73.0,0.0,2.0,65.2,57.0,34.0,32.0,4.0,32.0,68.0,1.36
523260,2019.0,LAD,NL,226.0,5.0,4.0,4.56,55.0,0.0,1.0,51.1,49.0,31.0,26.0,6.0,22.0,62.0,1.38
523260,2020.0,LAD,NL,42.0,0.0,0.0,1.80,12.0,1.0,0.0,10.0,8.0,3.0,2.0,0.0,7.0,9.0,1.50
543483,2013.0,LAD,NL,137.0,0.0,2.0,6.51,6.0,6.0,0.0,27.2,27.0,25.0,20.0,6.0,28.0,26.0,1.99
543483,2016.0,CIN,NL,20.0,0.0,0.0,6.23,5.0,0.0,0.0,4.1,5.0,3.0,3.0,1.0,5.0,1.0,2.31
543483,2018.0,MIN,AL,249.0,3.0,3.0,3.81,40.0,0.0,0.0,56.2,58.0,24.0,24.0,11.0,23.0,56.0,1.43
543483,2019.0,2,Teams,229.0,5.0,2.0,4.09,50.0,0.0,5.0,50.2,51.0,31.0,23.0,7.0,20.0,64.0,1.40
543483,2019.0,SEA,AL,96.0,3.0,2.0,3.63,22.0,0.0,5.0,22.1,21.0,10.0,9.0,3.0,5.0,28.0,1.16
543483,2019.0,MIN,AL,133.0,2.0,0.0,4.45,28.0,0.0,0.0,28.1,30.0,21.0,14.0,4.0,15.0,36.0,1.59
543483,2020.0,SEA,AL,45.0,0.0,1.0,6.10,11.0,0.0,0.0,10.1,9.0,7.0,7.0,3.0,6.0,11.0,1.45
493117,2013.0,CHC,NL,50.0,1.0,1.0,5.25,12.0,0.0,2.0,12.0,11.0,7.0,7.0,1.0,2.0,14.0,1.08
493117,2014.0,CHC,NL,64.0,0.0,0.0,4.85,15.0,0.0,0.0,13.0,18.0,8.0,7.0,2.0,6.0,17.0,1.85
493117,2015.0,TEX,AL,8.0,0.0,0.0,16.20,2.0,0.0,0.0,1.2,2.0,3.0,3.0,1.0,0.0,1.0,1.20
607560,2019.0,MIN,AL,225.0,4.0,2.0,3.81,61.0,0.0,1.0,54.1,54.0,25.0,23.0,7.0,10.0,50.0,1.18
607560,2020.0,WSH,NL,110.0,1.0,0.0,7.61,23.0,0.0,0.0,23.2,29.0,21.0,20.0,5.0,9.0,25.0,1.61
664092,2019.0,MIN,AL,36.0,0.0,0.0,7.56,4.0,0.0,0.0,8.1,10.0,7.0,7.0,1.0,5.0,9.0,1.80
664092,2020.0,MIN,AL,35.0,0.0,0.0,4.70,6.0,0.0,0.0,7.2,9.0,4.0,4.0,0.0,4.0,10.0,1.70
664682,2018.0,BAL,AL,87.0,2.0,1.0,6.43,18.0,1.0,0.0,21.0,18.0,15.0,15.0,6.0,10.0,21.0,1.33
664682,2020.0,STL,NL,13.0,0.0,0.0,0.00,2.0,0.0,0.0,2.2,1.0,0.0,0.0,0.0,4.0,3.0,1.88
543238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594840,2015.0,WSH,NL,84.0,2.0,1.0,4.24,26.0,0.0,0.0,17.0,26.0,11.0,8.0,0.0,8.0,14.0,2.00
594840,2016.0,WSH,NL,10.0,0.0,0.0,0.00,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.33
594840,2017.0,WSH,NL,215.0,1.0,0.0,4.32,40.0,1.0,2.0,50.0,50.0,25.0,24.0,3.0,18.0,31.0,1.36
594840,2018.0,WSH,NL,247.0,1.0,1.0,2.87,56.0,0.0,0.0,59.2,55.0,22.0,19.0,5.0,13.0,48.0,1.14
594840,2019.0,WSH,NL,206.0,1.0,2.0,6.36,51.0,1.0,0.0,46.2,61.0,34.0,33.0,11.0,10.0,35.0,1.52
594840,2020.0,ARI,NL,10.0,0.0,1.0,54.00,3.0,0.0,0.0,1.0,5.0,6.0,6.0,1.0,2.0,2.0,7.00
425386,2004.0,CLE,AL,49.0,0.0,0.0,4.63,6.0,0.0,0.0,11.2,9.0,6.0,6.0,1.0,6.0,7.0,1.29
425386,2005.0,CLE,AL,29.0,0.0,0.0,6.00,1.0,0.0,0.0,6.0,9.0,4.0,4.0,2.0,2.0,3.0,1.83
425386,2006.0,CLE,AL,93.0,0.0,0.0,6.98,9.0,1.0,0.0,19.1,24.0,15.0,15.0,2.0,15.0,14.0,2.02
425386,2007.0,BAL,AL,723.0,7.0,5.0,3.70,32.0,26.0,0.0,175.1,165.0,78.0,72.0,23.0,47.0,123.0,1.21
425386,2008.0,BAL,AL,796.0,10.0,12.0,3.63,30.0,30.0,0.0,190.2,176.0,82.0,77.0,24.0,58.0,120.0,1.23
425386,2009.0,BAL,AL,874.0,10.0,17.0,5.04,33.0,33.0,0.0,200.0,224.0,120.0,112.0,35.0,60.0,110.0,1.42
425386,2010.0,BAL,AL,872.0,11.0,14.0,3.83,32.0,32.0,0.0,209.1,193.0,93.0,89.0,25.0,50.0,119.0,1.16
425386,2011.0,BAL,AL,889.0,9.0,17.0,4.33,34.0,32.0,0.0,208.0,213.0,113.0,100.0,26.0,66.0,130.0,1.34
425386,2012.0,2,Teams,788.0,8.0,12.0,4.76,33.0,29.0,0.0,181.2,206.0,109.0,96.0,30.0,50.0,101.0,1.41
425386,2012.0,COL,NL,422.0,3.0,9.0,6.35,19.0,15.0,0.0,90.2,122.0,72.0,64.0,21.0,31.0,45.0,1.69
425386,2012.0,KC,AL,366.0,5.0,3.0,3.16,14.0,14.0,0.0,91.0,84.0,37.0,32.0,9.0,19.0,56.0,1.13
425386,2013.0,KC,AL,905.0,15.0,12.0,4.04,33.0,33.0,0.0,211.2,236.0,99.0,95.0,30.0,59.0,111.0,1.39
425386,2014.0,KC,AL,864.0,13.0,11.0,4.13,32.0,32.0,0.0,202.2,215.0,100.0,93.0,23.0,49.0,124.0,1.30
425386,2015.0,KC,AL,664.0,8.0,8.0,5.95,30.0,24.0,0.0,148.1,186.0,101.0,98.0,29.0,44.0,84.0,1.55
425386,2017.0,WSH,NL,12.0,0.0,1.0,135.00,1.0,1.0,0.0,0.2,6.0,10.0,10.0,0.0,4.0,0.0,15.00
608379,2013.0,STL,NL,260.0,4.0,1.0,2.78,15.0,9.0,0.0,64.2,52.0,20.0,20.0,5.0,19.0,65.0,1.10
608379,2014.0,STL,NL,447.0,5.0,6.0,3.20,19.0,19.0,0.0,107.0,95.0,41.0,38.0,6.0,33.0,94.0,1.20
608379,2015.0,STL,NL,762.0,17.0,7.0,3.38,30.0,30.0,0.0,181.1,162.0,74.0,68.0,19.0,58.0,153.0,1.21
608379,2016.0,STL,NL,606.0,7.0,7.0,5.09,27.0,24.0,0.0,138.0,159.0,86.0,78.0,15.0,45.0,114.0,1.48
608379,2017.0,STL,NL,701.0,12.0,9.0,4.13,30.0,30.0,0.0,165.2,170.0,82.0,76.0,17.0,55.0,158.0,1.36
608379,2018.0,STL,NL,355.0,8.0,2.0,3.20,15.0,15.0,0.0,84.1,68.0,36.0,30.0,9.0,36.0,71.0,1.23
608379,2019.0,STL,NL,562.0,6.0,7.0,4.76,29.0,24.0,0.0,126.2,143.0,71.0,67.0,26.0,55.0,104.0,1.56
608379,2020.0,NYM,NL,156.0,1.0,4.0,6.62,8.0,7.0,0.0,34.0,46.0,26.0,25.0,9.0,7.0,37.0,1.56
543725,2012.0,PHI,NL,106.0,1.0,2.0,6.12,22.0,1.0,0.0,25.0,18.0,17.0,17.0,4.0,14.0,24.0,1.28
543725,2013.0,PHI,NL,86.0,2.0,0.0,4.58,22.0,0.0,1.0,19.2,20.0,10.0,10.0,0.0,9.0,19.0,1.47
543725,2014.0,PHI,NL,59.0,1.0,0.0,6.75,13.0,0.0,0.0,12.0,20.0,10.0,9.0,5.0,7.0,9.0,2.25
456051,2011.0,NYY,AL,247.0,2.0,2.0,4.47,30.0,2.0,0.0,56.1,63.0,29.0,28.0,6.0,22.0,45.0,1.51
456051,2012.0,SEA,AL,453.0,2.0,12.0,5.82,22.0,18.0,0.0,106.2,107.0,71.0,69.0,21.0,39.0,68.0,1.37
456051,2013.0,SEA,AL,134.0,0.0,1.0,6.59,12.0,1.0,0.0,27.1,42.0,21.0,20.0,3.0,12.0,21.0,1.98
456051,2014.0,3,Teams,733.0,8.0,12.0,4.75,33.0,27.0,0.0,172.1,180.0,98.0,91.0,28.0,56.0,123.0,1.37
456051,2014.0,SEA,AL,6.0,0.0,1.0,27.00,2.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,2.00
456051,2014.0,TEX,AL,28.0,0.0,0.0,11.81,3.0,0.0,0.0,5.1,11.0,7.0,7.0,0.0,2.0,4.0,2.44
456051,2014.0,CWS,AL,699.0,8.0,11.0,4.39,28.0,27.0,0.0,166.0,167.0,88.0,81.0,27.0,54.0,117.0,1.33
456051,2015.0,CWS,AL,154.0,0.0,4.0,6.89,10.0,5.0,0.0,32.2,41.0,26.0,25.0,7.0,17.0,22.0,1.78
456051,2019.0,MIA,NL,124.0,0.0,3.0,8.46,12.0,4.0,0.0,27.2,30.0,26.0,26.0,7.0,14.0,24.0,1.59
518715,2011.0,ATL,NL,85.0,1.0,1.0,7.85,18.0,0.0,0.0,18.1,17.0,16.0,16.0,0.0,12.0,25.0,1.58
518715,2012.0,ATL,NL,80.0,0.0,1.0,1.80,22.0,0.0,0.0,20.0,17.0,4.0,4.0,1.0,5.0,20.0,1.10
518715,2013.0,ATL,NL,133.0,2.0,1.0,3.77,37.0,0.0,1.0,31.0,30.0,13.0,13.0,2.0,16.0,23.0,1.48
518715,2015.0,SF,NL,13.0,0.0,0.0,4.91,7.0,0.0,0.0,3.2,1.0,2.0,2.0,0.0,1.0,5.0,0.55
518715,2016.0,SF,NL,197.0,3.0,2.0,4.28,56.0,0.0,3.0,48.1,42.0,24.0,23.0,4.0,14.0,45.0,1.16
518715,2017.0,SF,NL,285.0,4.0,3.0,1.99,68.0,0.0,0.0,68.0,50.0,16.0,15.0,4.0,35.0,64.0,1.25
518715,2018.0,3,Teams,248.0,2.0,1.0,3.77,62.0,0.0,1.0,57.1,56.0,24.0,24.0,7.0,21.0,53.0,1.34
518715,2018.0,OAK,AL,29.0,0.0,0.0,6.00,6.0,0.0,0.0,6.0,10.0,4.0,4.0,0.0,2.0,2.0,2.00
518715,2018.0,SF,NL,137.0,1.0,1.0,4.20,35.0,0.0,1.0,30.0,33.0,14.0,14.0,5.0,13.0,31.0,1.53
518715,2018.0,TEX,AL,82.0,1.0,0.0,2.53,21.0,0.0,0.0,21.1,13.0,6.0,6.0,2.0,6.0,20.0,0.89
518715,2019.0,2,Teams,241.0,1.0,3.0,4.07,66.0,2.0,0.0,55.1,55.0,25.0,25.0,5.0,25.0,47.0,1.45
518715,2019.0,SEA,AL,180.0,0.0,2.0,3.92,48.0,2.0,0.0,41.1,38.0,18.0,18.0,3.0,21.0,39.0,1.43
518715,2019.0,NYY,AL,61.0,1.0,1.0,4.50,18.0,0.0,0.0,14.0,17.0,7.0,7.0,2.0,4.0,8.0,1.50
518715,2020.0,MIN,AL,7.0,0.0,0.0,0.00,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.00
444436,2009.0,SD,NL,117.0,2.0,1.0,3.86,28.0,0.0,0.0,25.2,27.0,14.0,11.0,3.0,11.0,19.0,1.48
444436,2010.0,SD,NL,253.0,3.0,1.0,2.90,54.0,0.0,0.0,59.0,64.0,21.0,19.0,1.0,19.0,44.0,1.41
444436,2011.0,FLA,NL,214.0,2.0,4.0,3.20,53.0,0.0,0.0,50.2,48.0,20.0,18.0,2.0,20.0,31.0,1.34
444436,2012.0,MIA,NL,270.0,4.0,3.0,4.03,65.0,0.0,0.0,60.1,72.0,30.0,27.0,2.0,20.0,44.0,1.52
444436,2013.0,MIA,NL,332.0,2.0,6.0,2.91,66.0,0.0,0.0,80.1,70.0,30.0,26.0,5.0,27.0,54.0,1.21
444436,2014.0,BAL,AL,207.0,3.0,3.0,3.83,51.0,0.0,0.0,49.1,50.0,21.0,21.0,2.0,12.0,37.0,1.26
444436,2015.0,CLE,AL,204.0,1.0,0.0,3.20,40.0,0.0,0.0,50.2,46.0,21.0,18.0,4.0,12.0,31.0,1.14
444436,2016.0,TB,AL,76.0,0.0,0.0,5.19,18.0,0.0,0.0,17.1,27.0,11.0,10.0,2.0,3.0,11.0,1.73
488786,2011.0,KC,AL,244.0,1.0,4.0,2.87,48.0,0.0,1.0,59.2,44.0,20.0,19.0,9.0,26.0,64.0,1.17
488786,2012.0,KC,AL,217.0,0.0,0.0,3.71,42.0,0.0,0.0,51.0,41.0,23.0,21.0,10.0,26.0,65.0,1.31
488786,2013.0,KC,AL,110.0,3.0,0.0,0.61,27.0,0.0,0.0,29.2,19.0,2.0,2.0,1.0,6.0,32.0,0.84
488786,2014.0,KC,AL,154.0,1.0,0.0,5.56,31.0,0.0,1.0,34.0,39.0,21.0,21.0,6.0,18.0,24.0,1.68
488786,2015.0,KC,AL,11.0,1.0,0.0,0.00,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.00
488786,2016.0,LAD,NL,211.0,2.0,1.0,4.69,61.0,0.0,0.0,48.0,45.0,27.0,25.0,5.0,24.0,45.0,1.44
488786,2018.0,DET,AL,217.0,4.0,1.0,3.51,51.0,0.0,0.0,51.1,43.0,21.0,20.0,5.0,24.0,41.0,1.31
592165,2019.0,SEA,AL,196.0,3.0,6.0,4.56,44.0,0.0,0.0,47.1,34.0,25.0,24.0,6.0,24.0,47.0,1.23
592165,2020.0,SEA,AL,33.0,0.0,0.0,3.68,5.0,0.0,0.0,7.1,7.0,3.0,3.0,2.0,5.0,7.0,1.64
115399,1993.0,SEA,AL,95.0,1.0,3.0,9.53,13.0,3.0,1.0,17.0,28.0,20.0,18.0,3.0,17.0,8.0,2.65
115399,1994.0,HOU,NL,181.0,2.0,1.0,3.70,44.0,0.0,0.0,41.1,46.0,19.0,17.0,4.0,16.0,24.0,1.50
115399,1995.0,HOU,NL,641.0,9.0,8.0,3.35,24.0,24.0,0.0,150.2,141.0,73.0,56.0,13.0,49.0,115.0,1.26
115399,1996.0,HOU,NL,691.0,10.0,10.0,3.59,27.0,27.0,0.0,160.1,175.0,79.0,64.0,12.0,49.0,101.0,1.40
115399,1997.0,HOU,NL,941.0,15.0,10.0,3.83,34.0,34.0,0.0,223.0,217.0,105.0,95.0,16.0,77.0,139.0,1.32
115399,1998.0,HOU,NL,917.0,11.0,7.0,3.36,32.0,32.0,0.0,211.2,227.0,92.0,79.0,18.0,81.0,137.0,1.46
115399,1999.0,HOU,NL,979.0,22.0,4.0,2.90,34.0,34.0,0.0,239.0,206.0,86.0,77.0,12.0,101.0,177.0,1.28
115399,2000.0,NYM,NL,929.0,15.0,10.0,3.14,33.0,33.0,0.0,217.2,194.0,89.0,76.0,10.0,99.0,151.0,1.35
115399,2001.0,COL,NL,904.0,14.0,13.0,5.41,32.0,32.0,0.0,203.0,236.0,138.0,122.0,31.0,85.0,122.0,1.58
115399,2002.0,COL,NL,838.0,7.0,15.0,6.15,30.0,30.0,0.0,178.2,228.0,135.0,122.0,24.0,91.0,74.0,1.79
115399,2003.0,ATL,NL,823.0,14.0,8.0,3.84,31.0,31.0,0.0,190.0,186.0,91.0,81.0,14.0,78.0,110.0,1.39
115399,2004.0,ATL,NL,760.0,13.0,9.0,4.28,29.0,29.0,0.0,172.1,198.0,86.0,82.0,15.0,65.0,87.0,1.53
115399,2005.0,ATL,NL,284.0,5.0,3.0,3.50,12.0,12.0,0.0,69.1,74.0,28.0,27.0,5.0,18.0,27.0,1.33
115399,2008.0,ATL,NL,331.0,3.0,4.0,4.85,13.0,13.0,0.0,78.0,83.0,45.0,42.0,10.0,28.0,38.0,1.42
115399,2009.0,HOU,NL,494.0,7.0,10.0,5.30,21.0,21.0,0.0,112.0,128.0,71.0,66.0,13.0,46.0,74.0,1.55
115399,2010.0,ARI,NL,16.0,0.0,0.0,0.00,10.0,0.0,0.0,4.1,3.0,0.0,0.0,0.0,1.0,3.0,0.92
421685,2002.0,OAK,AL,354.0,5.0,4.0,4.83,16.0,15.0,0.0,78.1,78.0,44.0,42.0,7.0,45.0,64.0,1.57
421685,2003.0,2,Teams,327.0,5.0,6.0,5.31,16.0,15.0,0.0,76.1,89.0,47.0,45.0,11.0,19.0,42.0,1.41
421685,2003.0,OAK,AL,136.0,1.0,3.0,5.34,7.0,6.0,0.0,30.1,41.0,19.0,18.0,5.0,9.0,16.0,1.65
421685,2003.0,CIN,NL,191.0,4.0,3.0,5.28,9.0,9.0,0.0,46.0,48.0,28.0,27.0,6.0,10.0,26.0,1.26
421685,2004.0,CIN,NL,711.0,10.0,9.0,4.86,28.0,28.0,0.0,161.0,177.0,90.0,87.0,26.0,53.0,125.0,1.43
421685,2005.0,CIN,NL,887.0,11.0,13.0,3.83,32.0,32.0,0.0,211.2,217.0,93.0,90.0,22.0,51.0,163.0,1.27
421685,2006.0,CIN,NL,993.0,16.0,11.0,3.76,36.0,35.0,0.0,234.1,242.0,109.0,98.0,28.0,56.0,216.0,1.27
421685,2007.0,CIN,NL,948.0,16.0,6.0,3.73,34.0,34.0,0.0,231.2,213.0,100.0,96.0,28.0,52.0,218.0,1.14
421685,2008.0,CIN,NL,793.0,6.0,17.0,4.78,30.0,29.0,0.0,184.1,205.0,104.0,98.0,35.0,50.0,153.0,1.38
421685,2009.0,CIN,NL,703.0,6.0,14.0,4.21,26.0,26.0,0.0,162.1,186.0,82.0,76.0,24.0,43.0,142.0,1.41
421685,2010.0,CIN,NL,504.0,6.0,7.0,5.32,22.0,20.0,0.0,111.2,139.0,71.0,66.0,16.0,38.0,82.0,1.59
421685,2011.0,SD,NL,719.0,14.0,7.0,3.64,28.0,28.0,0.0,170.2,175.0,73.0,69.0,20.0,58.0,124.0,1.37
421685,2012.0,LAD,NL,786.0,10.0,10.0,3.61,31.0,31.0,0.0,179.2,167.0,85.0,72.0,14.0,85.0,131.0,1.40
421685,2013.0,2,Teams,626.0,5.0,12.0,5.40,26.0,26.0,0.0,143.1,153.0,91.0,86.0,26.0,40.0,113.0,1.35
421685,2013.0,NYM,NL,100.0,0.0,1.0,3.52,4.0,4.0,0.0,23.0,20.0,10.0,9.0,5.0,12.0,26.0,1.39
421685,2013.0,SEA,AL,526.0,5.0,11.0,5.76,22.0,22.0,0.0,120.1,133.0,81.0,77.0,21.0,28.0,87.0,1.34
421685,2014.0,ATL,NL,876.0,12.0,12.0,3.57,33.0,33.0,0.0,204.1,215.0,88.0,81.0,15.0,71.0,161.0,1.40
421685,2015.0,PHI,NL,748.0,6.0,15.0,4.86,29.0,29.0,0.0,172.1,189.0,100.0,93.0,26.0,51.0,108.0,1.39
650671,2019.0,MIA,NL,144.0,2.0,3.0,5.76,34.0,0.0,1.0,29.2,27.0,20.0,19.0,10.0,26.0,44.0,1.79
650671,2020.0,LAA,AL,20.0,0.0,1.0,7.36,6.0,0.0,0.0,3.2,6.0,4.0,3.0,1.0,2.0,6.0,2.18
571441,2013.0,MIA,NL,19.0,0.0,1.0,4.50,4.0,0.0,0.0,4.0,6.0,2.0,2.0,0.0,2.0,4.0,2.00
446290,2011.0,PIT,NL,110.0,1.0,1.0,2.96,31.0,0.0,0.0,24.1,29.0,11.0,8.0,0.0,9.0,11.0,1.56
594943,2016.0,OAK,AL,281.0,2.0,4.0,4.24,24.0,6.0,2.0,70.0,72.0,35.0,33.0,9.0,6.0,27.0,1.11
594943,2017.0,OAK,AL,65.0,0.0,0.0,7.98,6.0,0.0,0.0,14.2,19.0,13.0,13.0,5.0,1.0,10.0,1.36
594943,2018.0,LAD,NL,5.0,0.0,0.0,9.00,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.00
133982,1998.0,CWS,AL,217.0,0.0,3.0,3.15,44.0,0.0,9.0,54.1,37.0,20.0,19.0,7.0,19.0,51.0,1.03
133982,1999.0,CWS,AL,298.0,5.0,3.0,3.59,69.0,0.0,28.0,67.2,58.0,34.0,27.0,8.0,38.0,80.0,1.42
133982,2000.0,CWS,AL,289.0,2.0,4.0,3.17,65.0,0.0,7.0,71.0,54.0,26.0,25.0,6.0,29.0,60.0,1.17
133982,2001.0,CWS,AL,346.0,4.0,5.0,4.69,69.0,0.0,5.0,78.2,85.0,41.0,41.0,11.0,30.0,64.0,1.46
133982,2002.0,2,Teams,292.0,3.0,5.0,4.19,67.0,0.0,0.0,68.2,67.0,37.0,32.0,9.0,21.0,45.0,1.28
133982,2002.0,CWS,AL,209.0,2.0,2.0,3.91,47.0,0.0,0.0,50.2,45.0,22.0,22.0,7.0,17.0,31.0,1.22
133982,2002.0,BOS,AL,83.0,1.0,3.0,5.00,20.0,0.0,0.0,18.0,22.0,15.0,10.0,2.0,4.0,14.0,1.44
133982,2003.0,BOS,AL,27.0,0.0,0.0,12.46,4.0,0.0,0.0,4.1,11.0,6.0,6.0,1.0,3.0,4.0,3.23
133982,2004.0,CLE,AL,178.0,4.0,2.0,2.74,37.0,0.0,0.0,42.2,37.0,14.0,13.0,5.0,12.0,39.0,1.15
133982,2005.0,CLE,AL,277.0,7.0,4.0,2.47,79.0,0.0,3.0,73.0,49.0,23.0,20.0,4.0,16.0,48.0,0.89
133982,2006.0,CHC,NL,314.0,4.0,5.0,3.17,84.0,0.0,5.0,76.2,70.0,28.0,27.0,8.0,17.0,71.0,1.13
133982,2007.0,CHC,NL,336.0,6.0,7.0,3.32,78.0,0.0,8.0,81.1,76.0,31.0,30.0,8.0,19.0,72.0,1.17
133982,2008.0,CHC,NL,311.0,7.0,5.0,5.35,72.0,0.0,1.0,70.2,90.0,44.0,42.0,13.0,13.0,59.0,1.46
133982,2009.0,SF,NL,268.0,2.0,6.0,3.39,63.0,0.0,0.0,63.2,50.0,26.0,24.0,5.0,23.0,46.0,1.15
133982,2010.0,2,Teams,168.0,1.0,3.0,7.71,38.0,0.0,0.0,35.0,47.0,36.0,30.0,8.0,13.0,14.0,1.71
