player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Austin Barnes,C,LAD,--,23,5,6,2,1,1,5,25,6,0,0,.261,.646,.565,1.211,https://www.mlb.com/player/605131
Mike Trout,CF,LAA,--,58,11,15,4,0,5,11,52,19,3,1,.259,.619,.586,1.206,https://www.mlb.com/player/545361
Nolan Arenado,3B,COL,--,54,12,17,5,0,5,15,24,16,0,0,.315,.519,.685,1.204,https://www.mlb.com/player/571448
Keon Broxton,CF,MIL,--,53,9,14,3,1,6,11,25,31,0,0,.264,.500,.698,1.198,https://www.mlb.com/player/542979
Devin Mesoraco,C,CIN,--,17,2,7,1,1,0,0,8,4,0,0,.412,.600,.588,1.188,https://www.mlb.com/player/519023
Bryce Harper,RF,WSH,--,58,9,17,4,0,6,14,26,24,0,0,.293,.512,.672,1.184,https://www.mlb.com/player/547180
Kris Bryant,3B,CHC,--,63,11,18,7,0,4,11,45,23,1,1,.286,.587,.587,1.174,https://www.mlb.com/player/592178
Tyler Naquin,CF,CLE,--,5,0,2,1,0,0,0,2,2,0,0,.400,.571,.600,1.171,https://www.mlb.com/player/571980
Christian Colon,2B,MIA,--,5,0,2,1,0,0,0,2,0,0,0,.400,.571,.600,1.171,https://www.mlb.com/player/518568
Charlie Culberson,SS,LAD,--,3,0,1,1,0,0,0,1,1,0,0,.333,.500,.667,1.167,https://www.mlb.com/player/518586
Mitch Garver,C,MIN,--,6,1,2,0,1,0,2,2,1,0,0,.333,.500,.667,1.167,https://www.mlb.com/player/641598
Max Scherzer,P,WSH,--,2,1,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/453286
Corey Seager,SS,LAD,--,51,11,13,0,0,6,12,35,19,1,0,.255,.552,.608,1.160,https://www.mlb.com/player/608369
Lorenzo Cain,CF,KC,--,64,10,21,3,1,4,6,35,18,2,0,.328,.566,.594,1.159,https://www.mlb.com/player/456715
Justin Turner,3B,LAD,--,43,7,15,3,0,2,9,25,10,1,0,.349,.588,.558,1.146,https://www.mlb.com/player/457759
Byron Buxton,CF,MIN,--,48,4,14,3,4,2,6,20,18,1,0,.292,.500,.646,1.146,https://www.mlb.com/player/621439
Joey Votto,1B,CIN,--,66,12,19,3,1,3,12,63,15,0,0,.288,.638,.500,1.138,https://www.mlb.com/player/458015
Rob Brantly,C,CWS,--,5,1,1,0,0,1,2,1,4,0,0,.200,.333,.800,1.133,https://www.mlb.com/player/542963
Jose Ramirez,3B,CLE,--,78,13,26,6,2,5,13,23,15,3,0,.333,.476,.654,1.130,https://www.mlb.com/player/608070
Francisco Cervelli,C,PIT,--,33,3,11,3,0,1,8,24,8,0,0,.333,.614,.515,1.129,https://www.mlb.com/player/465041
Tomas Telis,C,MIA,--,8,1,3,0,1,0,1,2,2,0,0,.375,.500,.625,1.125,https://www.mlb.com/player/542513
Kevin Plawecki,C,NYM,--,14,0,5,2,0,0,2,10,5,0,0,.357,.625,.500,1.125,https://www.mlb.com/player/608700
Erick Aybar,SS,SD,--,34,3,14,1,0,1,1,15,4,1,1,.412,.592,.529,1.121,https://www.mlb.com/player/430947
Nelson Cruz,DH,SEA,--,55,14,16,4,0,3,9,41,22,0,0,.291,.592,.527,1.119,https://www.mlb.com/player/443558
Lane Adams,LF,ATL,--,13,2,4,1,0,1,1,5,5,0,0,.308,.500,.615,1.115,https://www.mlb.com/player/572669
Ryan Braun,LF,MIL,--,24,8,5,1,0,2,2,25,8,0,1,.208,.612,.500,1.112,https://www.mlb.com/player/460075
Aaron Judge,RF,NYY,--,109,15,27,8,1,9,25,62,59,0,0,.248,.517,.587,1.105,https://www.mlb.com/player/592450
Daniel Robertson,LF,CLE,--,8,0,4,0,0,0,1,2,1,0,0,.500,.600,.500,1.100,https://www.mlb.com/player/543706
Evan Longoria,3B,TB,--,43,9,12,3,1,2,9,27,11,1,0,.279,.557,.535,1.092,https://www.mlb.com/player/446334
Jesus Aguilar,1B,MIL,--,40,7,11,1,0,5,16,10,17,0,0,.275,.412,.675,1.087,https://www.mlb.com/player/542583
Paul DeJong,SS,STL,--,38,7,10,3,0,4,9,10,16,0,0,.263,.429,.658,1.086,https://www.mlb.com/player/657557
Tommy La Stella,3B,CHC,--,13,2,4,0,0,1,3,8,2,0,0,.308,.545,.538,1.084,https://www.mlb.com/player/600303
Ben Revere,LF,LAA,--,16,2,6,2,0,0,4,8,0,1,1,.375,.583,.500,1.083,https://www.mlb.com/player/519184
Jared Hoying,CF,TEX,--,8,3,2,0,0,1,2,3,1,0,0,.250,.455,.625,1.080,https://www.mlb.com/player/592419
Ryon Healy,DH,OAK,--,45,9,14,2,0,5,11,6,15,0,0,.311,.385,.689,1.074,https://www.mlb.com/player/592387
Craig Gentry,LF,BAL,--,12,1,3,1,1,0,2,9,6,0,0,.250,.571,.500,1.071,https://www.mlb.com/player/502226
Eddie Rosario,LF,MIN,--,45,9,15,1,2,2,8,14,14,0,0,.333,.492,.578,1.069,https://www.mlb.com/player/592696
Marwin Gonzalez,LF,HOU,--,45,7,11,1,0,4,11,28,15,0,0,.244,.533,.533,1.067,https://www.mlb.com/player/503556
Richard Urena,SS,TOR,--,10,1,3,1,0,1,1,1,5,0,0,.300,.364,.700,1.064,https://www.mlb.com/player/620446
Pat Valaika,1B,COL,--,10,1,3,0,0,1,2,3,4,0,0,.300,.462,.600,1.062,https://www.mlb.com/player/642162
Rajai Davis,CF,BOS,--,24,3,8,2,0,0,1,21,13,2,0,.333,.644,.417,1.061,https://www.mlb.com/player/434658
John Hicks,1B,DET,--,14,2,3,1,0,1,4,11,9,0,0,.214,.556,.500,1.056,https://www.mlb.com/player/543308
J.T. Realmuto,C,MIA,--,48,4,15,5,1,2,9,14,18,0,0,.313,.468,.583,1.051,https://www.mlb.com/player/592663
Mark Reynolds,1B,COL,--,65,8,17,2,0,5,19,37,31,0,0,.262,.524,.523,1.047,https://www.mlb.com/player/448602
Kurt Suzuki,C,ATL,--,22,2,7,2,0,1,5,8,5,0,0,.318,.500,.545,1.045,https://www.mlb.com/player/435559
Jaff Decker,CF,OAK,--,11,0,4,0,1,0,0,3,2,0,0,.364,.500,.545,1.045,https://www.mlb.com/player/543094
Mikie Mahtook,CF,DET,--,40,3,15,1,2,1,6,7,13,1,0,.375,.469,.575,1.044,https://www.mlb.com/player/543484
Odubel Herrera,CF,PHI,--,51,5,15,6,1,2,6,16,19,0,1,.294,.471,.569,1.039,https://www.mlb.com/player/546318
Daniel Descalso,3B,ARI,--,45,6,12,3,0,2,7,31,19,0,0,.267,.566,.467,1.032,https://www.mlb.com/player/518614
Matt Carpenter,3B,STL,--,85,12,21,7,0,5,15,49,24,0,1,.247,.526,.506,1.032,https://www.mlb.com/player/572761
Anthony Rendon,3B,WSH,--,81,9,24,3,1,3,15,47,17,1,0,.296,.557,.469,1.026,https://www.mlb.com/player/543685
Josh Reddick,RF,HOU,--,44,5,16,3,1,0,4,18,10,0,1,.364,.548,.477,1.026,https://www.mlb.com/player/502210
Nick Hundley,C,SF,--,33,2,12,4,0,1,5,5,12,0,0,.364,.447,.576,1.023,https://www.mlb.com/player/460026
Jaycob Brugman,CF,OAK,--,19,2,5,1,0,1,4,12,9,0,0,.263,.548,.474,1.022,https://www.mlb.com/player/595144
Matt Joyce,LF,OAK,--,76,12,19,9,0,4,7,37,26,1,0,.250,.496,.526,1.022,https://www.mlb.com/player/459964
Travis Jankowski,CF,SD,--,13,0,5,0,0,0,1,9,8,0,0,.385,.636,.385,1.021,https://www.mlb.com/player/608671
Harrison Bader,CF,STL,--,11,1,3,1,0,1,2,2,3,0,0,.273,.385,.636,1.021,https://www.mlb.com/player/664056
Aaron Altherr,RF,PHI,--,41,8,9,4,0,3,5,21,20,0,0,.220,.484,.537,1.020,https://www.mlb.com/player/571437
Mookie Betts,RF,BOS,--,81,8,26,11,0,2,15,27,14,1,0,.321,.486,.531,1.017,https://www.mlb.com/player/605141
Scooter Gennett,2B,CIN,--,48,5,13,5,0,3,10,16,18,0,0,.271,.453,.563,1.016,https://www.mlb.com/player/571697
Rhys Hoskins,LF,PHI,--,33,4,7,1,0,3,11,19,12,0,0,.212,.500,.515,1.015,https://www.mlb.com/player/656555
Dustin Pedroia,2B,BOS,--,45,5,14,2,0,2,8,21,5,1,0,.311,.522,.489,1.011,https://www.mlb.com/player/456030
Michael Brantley,LF,CLE,--,32,4,10,3,0,1,10,13,3,0,0,.313,.511,.500,1.011,https://www.mlb.com/player/488726
Jake Buchanan,P,ARI,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/594772
Christian Vazquez,C,BOS,--,22,3,7,1,1,0,2,11,6,0,0,.318,.545,.455,1.000,https://www.mlb.com/player/543877
Eddie Butler,P,CHC,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/572750
Kevan Smith,C,CWS,--,22,3,7,4,0,0,5,7,7,0,0,.318,.500,.500,1.000,https://www.mlb.com/player/607345
Homer Bailey,P,CIN,--,2,1,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/456701
Carlos Carrasco,P,CLE,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/471911
Cristhian Adames,SS,COL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/542436
Jordan Zimmermann,P,DET,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/519455
Matthew den Dekker,OF,DET,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/544925
Terrance Gore,LF,KC,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/605253
Ricky Nolasco,P,LAA,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/445060
Jacob Barnes,P,MIL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/606930
Noah Syndergaard,P,NYM,--,0,0,0,0,0,0,0,2,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/592789
Jordan Montgomery,P,NYY,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/656756
CC Sabathia,P,NYY,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/282332
Miguel Andujar,3B,NYY,--,0,0,0,0,0,0,0,1,0,1,0,.000,1.000,.000,1.000,https://www.mlb.com/player/609280
Sean Manaea,P,OAK,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/640455
Daniel Mengden,P,OAK,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/596043
Ryan LaMarre,LF,OAK,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/534606
Jake Thompson,P,PHI,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/622097
Danny Ortiz,OF,PIT,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/543611
Chris Stewart,C,PIT,--,14,1,5,0,1,0,0,4,2,0,0,.357,.500,.500,1.000,https://www.mlb.com/player/455755
Jordan Luplow,RF,PIT,--,6,0,2,0,0,0,2,4,4,0,0,.333,.667,.333,1.000,https://www.mlb.com/player/656669
Gerrit Cole,P,PIT,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/543037
Travis Wood,P,SD,--,2,0,1,0,0,0,2,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/475243
Franchy Cordero,CF,SD,--,8,1,2,0,1,0,0,4,3,0,0,.250,.500,.500,1.000,https://www.mlb.com/player/614173
Chris Marrero,LF,SF,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/502029
Mac Williamson,RF,SF,--,12,2,5,1,0,0,1,2,3,0,0,.417,.500,.500,1.000,https://www.mlb.com/player/607776
Ty Blach,P,SF,--,3,0,1,0,0,0,0,3,2,0,0,.333,.667,.333,1.000,https://www.mlb.com/player/621389
Justin Ruggiano,CF,SF,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/448605
Breyvic Valera,2B,STL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/591971
Tyler Lyons,P,STL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/544928
Blake Snell,P,TB,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/605483
Will Middlebrooks,3B,TEX,--,3,1,1,1,0,0,0,0,1,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/519025
Nick Martinez,P,TEX,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/607259
A.J. Griffin,P,TEX,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/456167
Gio Gonzalez,P,WSH,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/461829
Stephen Vogt,C,MIL,--,26,5,7,1,0,3,3,3,6,0,0,.269,.345,.654,.999,https://www.mlb.com/player/519390
Dexter Fowler,RF,STL,--,59,4,16,6,1,2,10,26,21,0,0,.271,.488,.508,.997,https://www.mlb.com/player/451594
Jose Peraza,2B,CIN,--,34,7,10,2,0,2,5,10,8,0,0,.294,.467,.529,.996,https://www.mlb.com/player/606299
Kennys Vargas,DH,MIN,--,27,5,9,0,0,1,6,13,11,0,0,.333,.550,.444,.994,https://www.mlb.com/player/573627
Ezequiel Carrera,LF,TOR,--,47,7,16,2,0,2,5,13,16,0,0,.340,.483,.511,.994,https://www.mlb.com/player/485567
Adam Frazier,2B,PIT,--,40,8,12,4,0,1,2,18,12,1,0,.300,.517,.475,.992,https://www.mlb.com/player/624428
Tommy Pham,CF,STL,--,58,12,13,3,0,3,7,44,27,1,0,.224,.559,.431,.990,https://www.mlb.com/player/502054
Justin Upton,LF,LAA,--,91,17,20,4,0,8,16,40,43,0,0,.220,.458,.527,.986,https://www.mlb.com/player/457708
Logan Morrison,1B,TB,--,68,10,14,2,1,5,11,40,37,0,0,.206,.500,.485,.985,https://www.mlb.com/player/489149
Yasmani Grandal,C,LAD,--,43,9,10,1,0,4,8,17,16,0,0,.233,.450,.535,.985,https://www.mlb.com/player/518735
Yoan Moncada,2B,CWS,--,23,2,5,1,0,1,1,21,9,0,0,.217,.591,.391,.982,https://www.mlb.com/player/660162
Rene Rivera,C,CHC,--,16,2,4,1,0,1,2,7,4,0,0,.250,.478,.500,.978,https://www.mlb.com/player/425784
Alex Presley,RF,DET,--,28,4,10,1,1,0,1,9,10,2,0,.357,.514,.464,.978,https://www.mlb.com/player/502100
Whit Merrifield,RF,KC,--,48,6,12,1,0,4,8,19,12,0,0,.250,.456,.521,.977,https://www.mlb.com/player/593160
Ronald Torreyes,2B,NYY,--,13,5,4,0,0,1,1,3,4,0,0,.308,.438,.538,.976,https://www.mlb.com/player/591720
T.J. Rivera,3B,NYM,--,12,3,4,1,0,0,0,6,6,0,0,.333,.556,.417,.972,https://www.mlb.com/player/608061
Boog Powell,CF,OAK,--,12,2,4,1,0,0,3,6,4,0,1,.333,.556,.417,.972,https://www.mlb.com/player/621471
Taylor Featherston,2B,TB,--,7,2,1,0,0,1,2,2,5,0,0,.143,.400,.571,.971,https://www.mlb.com/player/605227
Caleb Joseph,C,BAL,--,25,1,10,1,0,0,2,7,6,0,0,.400,.531,.440,.971,https://www.mlb.com/player/543376
Brad Miller,2B,TB,--,41,6,9,2,1,1,8,35,17,2,0,.220,.579,.390,.969,https://www.mlb.com/player/543543
Sean Rodriguez,2B,PIT,--,10,0,3,0,0,0,1,11,5,0,0,.300,.667,.300,.967,https://www.mlb.com/player/446481
Francisco Lindor,SS,CLE,--,55,6,14,8,0,2,4,20,14,0,0,.255,.453,.509,.962,https://www.mlb.com/player/596019
Devon Travis,2B,TOR,--,15,3,4,1,0,1,3,5,4,0,0,.267,.429,.533,.962,https://www.mlb.com/player/581527
Eric Hosmer,1B,KC,--,61,8,20,3,0,1,8,27,22,0,0,.328,.534,.426,.960,https://www.mlb.com/player/543333
Jed Lowrie,2B,OAK,--,82,12,19,7,1,3,15,46,28,0,0,.232,.508,.451,.959,https://www.mlb.com/player/476704
Yoenis Cespedes,LF,NYM,--,37,5,9,1,1,2,5,16,15,0,0,.243,.472,.486,.958,https://www.mlb.com/player/493316
Dustin Garneau,C,OAK,--,13,0,4,1,0,0,0,8,6,0,0,.308,.571,.385,.956,https://www.mlb.com/player/572863
Domingo Santana,RF,MIL,--,59,9,13,4,0,2,4,47,30,0,0,.220,.566,.390,.956,https://www.mlb.com/player/570267
Ryan Zimmerman,1B,WSH,--,51,9,13,6,0,2,11,20,19,1,0,.255,.465,.490,.955,https://www.mlb.com/player/475582
Brian Dozier,2B,MIN,--,77,12,19,4,0,4,15,39,26,1,1,.247,.500,.455,.954,https://www.mlb.com/player/572821
Jose Martinez,LF,STL,--,33,4,11,1,0,1,4,11,7,0,0,.333,.500,.455,.954,https://www.mlb.com/player/500874
Nick Castellanos,RF,DET,--,52,6,14,5,0,2,13,21,22,1,0,.269,.473,.481,.954,https://www.mlb.com/player/592206
Chris Carter,1B,OAK,--,25,3,6,0,0,2,4,11,14,0,0,.240,.472,.480,.952,https://www.mlb.com/player/474892
Trevor Plouffe,3B,TB,--,40,2,13,2,0,1,3,15,14,0,0,.325,.500,.450,.950,https://www.mlb.com/player/461858
Nick Markakis,RF,ATL,--,77,12,23,4,0,4,12,20,21,0,1,.299,.443,.506,.950,https://www.mlb.com/player/455976
Denard Span,CF,SF,--,35,8,8,2,1,1,4,21,11,0,0,.229,.518,.429,.946,https://www.mlb.com/player/452655
Javier Baez,SS,CHC,--,36,5,11,1,1,2,10,5,15,0,0,.306,.390,.556,.946,https://www.mlb.com/player/595879
Paul Goldschmidt,1B,ARI,--,86,11,22,5,0,4,16,38,32,0,1,.256,.492,.453,.946,https://www.mlb.com/player/502671
Willson Contreras,C,CHC,--,27,4,6,0,0,1,3,27,13,0,1,.222,.611,.333,.944,https://www.mlb.com/player/575929
Tommy Joseph,1B,PHI,--,45,10,11,3,0,3,8,15,14,0,0,.244,.433,.511,.944,https://www.mlb.com/player/571830
Delino DeShields,LF,TEX,--,48,6,12,4,0,2,5,22,17,0,1,.250,.486,.458,.944,https://www.mlb.com/player/592261
Mitch Haniger,RF,SEA,--,43,9,12,2,0,2,5,15,17,0,1,.279,.475,.465,.940,https://www.mlb.com/player/571745
Colby Rasmus,LF,TB,--,13,1,4,0,0,1,2,2,5,0,0,.308,.400,.538,.938,https://www.mlb.com/player/458675
Josh Bell,1B,PIT,--,69,13,16,4,1,3,15,35,27,1,2,.232,.486,.449,.935,https://www.mlb.com/player/605137
Joey Rickard,LF,BAL,--,25,1,8,2,0,1,6,4,11,0,0,.320,.414,.520,.934,https://www.mlb.com/player/572073
Andrew Toles,LF,LAD,--,10,2,2,1,0,1,4,2,4,0,0,.200,.333,.600,.933,https://www.mlb.com/player/592808
Gary Sanchez,C,NYY,--,46,10,10,1,0,4,10,19,18,0,0,.217,.433,.500,.933,https://www.mlb.com/player/596142
Eric Sogard,SS,MIL,--,27,3,7,1,0,0,3,28,6,0,0,.259,.636,.296,.933,https://www.mlb.com/player/519299
Starlin Castro,2B,NYY,--,41,7,13,2,0,2,5,7,8,0,0,.317,.417,.512,.929,https://www.mlb.com/player/516770
Freddie Freeman,1B,ATL,--,49,9,12,6,0,1,3,25,19,1,0,.245,.500,.429,.929,https://www.mlb.com/player/518692
Shane Peterson,LF,TB,--,7,0,2,1,0,0,2,4,3,0,0,.286,.500,.429,.929,https://www.mlb.com/player/451089
Robbie Grossman,RF,MIN,--,54,5,13,2,0,2,12,35,15,2,0,.241,.539,.389,.928,https://www.mlb.com/player/543257
Michael A. Taylor,CF,WSH,--,44,2,12,6,0,1,6,14,23,0,0,.273,.448,.477,.926,https://www.mlb.com/player/572191
Yonder Alonso,1B,SEA,--,59,8,11,3,0,4,7,34,29,0,0,.186,.484,.441,.924,https://www.mlb.com/player/475174
Miguel Sano,3B,MIN,--,63,9,16,3,0,3,9,27,34,0,0,.254,.478,.444,.922,https://www.mlb.com/player/593934
Eugenio Suarez,3B,CIN,--,69,6,13,7,0,2,11,52,21,0,1,.188,.545,.377,.922,https://www.mlb.com/player/553993
Cory Spangenberg,3B,SD,--,33,4,8,2,0,1,3,21,12,0,1,.242,.527,.394,.921,https://www.mlb.com/player/605486
Jayson Werth,LF,WSH,--,41,5,9,1,0,3,6,18,14,1,1,.220,.458,.463,.921,https://www.mlb.com/player/150029
Eric Thames,1B,MIL,--,57,8,9,2,1,3,6,45,23,0,1,.158,.534,.386,.920,https://www.mlb.com/player/519346
Jett Bandy,C,MIL,--,11,2,3,1,0,0,5,6,3,0,0,.273,.556,.364,.919,https://www.mlb.com/player/542908
Manny Pina,C,MIL,--,35,2,10,4,0,1,10,9,11,0,0,.286,.432,.486,.918,https://www.mlb.com/player/444489
Charlie Blackmon,RF,COL,--,61,12,14,4,1,2,5,31,18,0,0,.230,.489,.426,.915,https://www.mlb.com/player/453568
Carlos Ruiz,C,SEA,--,21,1,4,2,0,1,1,12,10,0,0,.190,.485,.429,.913,https://www.mlb.com/player/434563
Yadier Molina,C,STL,--,38,3,9,2,0,2,7,17,10,0,0,.237,.464,.447,.912,https://www.mlb.com/player/425877
Todd Frazier,3B,NYY,--,66,7,12,2,0,4,14,47,26,1,0,.182,.518,.394,.912,https://www.mlb.com/player/453943
Brandon Phillips,2B,LAA,--,38,9,11,1,0,2,6,10,8,1,1,.289,.438,.474,.911,https://www.mlb.com/player/408252
Lucas Duda,1B,TB,--,56,10,8,1,0,6,12,28,24,0,0,.143,.429,.482,.911,https://www.mlb.com/player/446263
